time_s,device_time_s,system_time_s,gaze_x,gaze_y,valid,left_gaze_x,left_gaze_y,right_gaze_x,right_gaze_y,left_valid,right_valid,pupil_left,pupil_right,source_device,raw_gaze_x,raw_gaze_y,raw_cx,raw_cy,coordinate_space
1.6466655731201172,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.0,0.0,normalised
1.65718412399292,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.0,0.0,normalised
2.2420146465301514,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.0,0.0,normalised
2.253525495529175,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.0,0.0,normalised
2.263735294342041,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.2742578983306885,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.2887837886810303,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.305082082748413,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.321007013320923,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.338024616241455,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.3532185554504395,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.3713583946228027,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.3870909214019775,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.4034862518310547,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.418022871017456,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.4380249977111816,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.4505887031555176,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.4674746990203857,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.4842145442962646,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.5016286373138428,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.5174787044525146,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.533447742462158,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.550905704498291,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.568509578704834,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
2.5820024013519287,,,0.0,0.0,0,,,,,,,,,GP3,0.0,0.0,0.1401,0.43889,normalised
