session_id,marker_index,marker_start_s,marker_end_s,marker_midpoint_s,frame_id,frame_time_s,frame_time_error_ms,detection_status,candidate_target_count,detected_x_px,detected_y_px,detected_radius_px,detected_x_normalised,detected_y_normalised,matched_target_id,target_x,target_y,normalised_match_offset,detection_confidence
2025_04_11/000,0,44.01234769821167,45.80330157279968,44.907824635505676,222,45.003238677978516,95.41404247283936,recovered,1,1260.5,711.5,8.0,0.6565104166666667,0.6587962962962963,inner_bottom_right,0.66,0.66,0.0036913540126338627,0.7539097324910758
2025_04_11/000,1,46.81025314331055,48.81579351425171,47.81302332878113,236,47.80711317062378,5.910158157348633,recovered,1,1627.5,161.5,19.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/000,2,50.00993084907532,51.61640477180481,50.81316781044006,251,50.811516523361206,1.6512870788574219,recovered,1,283.5,161.5,15.5,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/000,3,53.00392270088196,54.60665202140808,53.80528736114502,266,53.803526401519775,1.7609596252441406,recovered,1,955.5,539.5,13.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/000,4,55.80359244346619,57.407294511795044,56.605443477630615,280,56.60797476768494,2.531290054321289,recovered,1,1627.5,917.5,17.600000381469727,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/000,5,58.81203269958496,60.20407509803772,59.50805389881134,295,59.611544609069824,103.49071025848389,recovered,1,628.5,353.5,8.0,0.32734375,0.32731481481481484,inner_top_left,0.33,0.33,0.003777020458143973,0.7481986361237352
2025_04_11/000,6,61.40422224998474,63.003868103027344,62.20404517650604,308,62.20795035362244,3.905177116394043,recovered,1,1262.5,355.5,17.600000381469727,0.6575520833333334,0.32916666666666666,inner_top_right,0.66,0.33,0.0025858732473555027,0.8276084501762998
2025_04_11/000,7,64.20823884010315,65.80785822868347,65.00804853439331,322,65.00678300857544,1.2655258178710938,recovered,1,628.5,711.5,17.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/000,8,67.20102953910828,68.80119943618774,68.00111448764801,337,67.99350571632385,7.608771324157715,recovered,1,283.5,917.5,17.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/000,9,70.00163865089417,71.8062961101532,70.90396738052368,352,71.00471591949463,100.74853897094727,recovered,1,1263.5,711.5,10.300000190734863,0.6580729166666667,0.6587962962962963,inner_bottom_right,0.66,0.66,0.0022721251681897332,0.8485249887873512
2025_04_11/000,10,73.00867915153503,74.60123252868652,73.80495584011078,366,73.80708408355713,2.1282434463500977,recovered,1,283.5,917.5,17.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/000,11,75.99404454231262,77.59377312660217,76.7939088344574,381,76.79674625396729,2.8374195098876953,recovered,1,1627.5,161.5,17.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/000,12,78.79580116271973,80.40014410018921,79.59797263145447,395,79.59467959403992,3.2930374145507812,recovered,1,955.5,539.5,17.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/000,13,81.80405020713806,83.40354704856873,82.6037986278534,410,82.60547471046448,1.6760826110839844,recovered,1,628.5,711.5,21.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/000,14,84.80068922042847,86.39377999305725,85.59723460674286,425,85.5960762500763,1.1583566665649414,recovered,1,1261.5,354.5,18.799999237060547,0.65703125,0.3282407407407407,inner_top_right,0.66,0.33,0.0034508650660073636,0.7699423289328424
2025_04_11/000,15,87.60229992866516,89.40271258354187,88.50250625610352,440,88.60592842102051,103.42216491699219,recovered,1,628.5,355.5,13.600000381469727,0.32734375,0.32916666666666666,inner_top_left,0.33,0.33,0.0027839016697693577,0.8144065553487094
2025_04_11/000,16,90.79430532455444,92.60165357589722,91.69797945022583,455,91.59711337089539,100.86607933044434,recovered,1,1627.5,917.5,25.399999618530273,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
