frame_id,time_s
0,0.6229135990142822
1,0.8090267181396484
2,1.0197303295135498
3,1.2116315364837646
4,1.4201126098632812
5,1.6118650436401367
6,1.8213672637939453
7,2.010267972946167
8,2.2180426120758057
9,2.409374713897705
10,2.617459774017334
11,2.809014081954956
12,3.0172383785247803
13,3.2137324810028076
14,3.418217897415161
15,3.6091465950012207
16,3.818354606628418
17,4.008723020553589
18,4.218022346496582
19,4.40874981880188
20,4.618144989013672
21,4.810185432434082
22,5.018324851989746
23,5.20890998840332
24,5.417298793792725
25,5.6093950271606445
26,5.817321538925171
27,6.009201526641846
28,6.221573829650879
29,6.409639120101929
30,6.61730432510376
31,6.808567762374878
32,7.020874261856079
33,7.209183931350708
34,7.417592763900757
35,7.611154079437256
36,7.818361282348633
37,8.009566307067871
38,8.217808723449707
39,8.40895390510559
40,8.617990255355835
41,8.808759927749634
42,9.016942262649536
43,9.209878206253052
44,9.418623685836792
45,9.610321283340454
46,9.817392110824585
47,10.00935959815979
48,10.217931985855103
49,10.408678531646729
50,10.619638919830322
51,10.813666582107544
52,11.017268180847168
53,11.209209442138672
54,11.419336318969727
55,11.612379789352417
56,11.817795515060425
57,12.011070013046265
58,12.22074580192566
59,12.410016536712646
60,12.618584394454956
61,12.809106349945068
62,13.017374515533447
63,13.211501121520996
64,13.417778730392456
65,13.609714269638062
66,13.819169521331787
67,14.011803150177002
68,14.217254877090454
69,14.409444332122803
70,14.619392395019531
71,14.80912446975708
72,15.018179178237915
73,15.211426496505737
74,15.418838262557983
75,15.612283706665039
76,15.816885948181152
77,16.009616374969482
78,16.218027114868164
79,16.409667015075684
80,16.617469549179077
81,16.809582710266113
82,17.017993211746216
83,17.209354639053345
84,17.4200496673584
85,17.610341548919678
86,17.816910982131958
87,18.009344577789307
88,18.220616817474365
89,18.409666061401367
90,18.619324207305908
91,18.810994386672974
92,19.01832127571106
93,19.210306644439697
94,19.417901039123535
95,19.609270095825195
96,19.82390570640564
97,20.010658264160156
98,20.21815276145935
99,20.411060333251953
100,20.617022037506104
101,20.810938596725464
102,21.018319845199585
103,21.214720487594604
104,21.416927814483643
105,21.60907530784607
106,21.819454669952393
107,22.00893759727478
108,22.217149257659912
109,22.409518241882324
110,22.61842679977417
111,22.813251733779907
112,23.019991397857666
113,23.21130061149597
114,23.417179584503174
115,23.609824180603027
