session_id,marker_index,marker_start_s,marker_end_s,marker_midpoint_s,frame_id,frame_time_s,frame_time_error_ms,detection_status,candidate_target_count,detected_x_px,detected_y_px,detected_radius_px,detected_x_normalised,detected_y_normalised,matched_target_id,target_x,target_y,normalised_match_offset,detection_confidence
2025_04_11/009,0,35.40219259262085,37.211233615875244,36.30671310424805,179,36.409653663635254,102.94055938720703,recovered,1,1260.5,711.5,8.0,0.6565104166666667,0.6587962962962963,inner_bottom_right,0.66,0.66,0.0036913540126338627,0.7539097324910758
2025_04_11/009,1,38.20360040664673,40.20282793045044,39.203214168548584,193,39.212035179138184,8.82101058959961,recovered,1,1627.5,161.5,19.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/009,2,41.40169286727905,43.00150680541992,42.20159983634949,208,42.20553779602051,3.937959671020508,recovered,1,283.5,161.5,15.5,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/009,3,44.410967111587524,46.01325345039368,45.2121102809906,223,45.21321773529053,1.1074542999267578,recovered,1,955.5,539.5,13.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/009,4,47.21066379547119,48.810622215270996,48.010643005371094,237,48.00986289978027,0.7801055908203125,recovered,1,1627.5,917.5,17.600000381469727,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/009,5,50.20253920555115,51.6121461391449,50.90734267234802,252,51.00273323059082,95.39055824279785,recovered,1,628.5,353.5,8.0,0.32734375,0.32731481481481484,inner_top_left,0.33,0.33,0.003777020458143973,0.7481986361237352
2025_04_11/009,6,52.81539988517761,54.4099326133728,53.61266624927521,265,53.61102533340454,1.640915870666504,recovered,1,1261.5,356.5,18.799999237060547,0.65703125,0.3300925925925926,inner_top_right,0.66,0.33,0.0029701935880853737,0.8019870941276417
2025_04_11/009,7,55.61052346229553,57.21155905723572,56.411041259765625,279,56.409178733825684,1.8625259399414062,recovered,1,628.5,711.5,17.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/009,8,58.604957818984985,60.20209813117981,59.4035279750824,294,59.404640436172485,1.1124610900878906,recovered,1,283.5,917.5,17.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/009,9,61.40239596366882,63.21211290359497,62.3072544336319,309,62.40971612930298,102.46169567108154,recovered,1,1262.5,711.5,13.600000381469727,0.6575520833333334,0.6587962962962963,inner_bottom_right,0.66,0.66,0.002727856047018324,0.8181429301987784
2025_04_11/009,10,64.41535592079163,66.01148200035095,65.21341896057129,323,65.21190619468689,1.512765884399414,recovered,1,283.5,917.5,15.5,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/009,11,67.40288972854614,69.00700950622559,68.20494961738586,338,68.20212841033936,2.821207046508789,recovered,1,1627.5,161.5,15.5,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/009,12,70.20303392410278,71.80131983757019,71.00217688083649,352,71.0027084350586,0.5315542221069336,recovered,1,955.5,539.5,17.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/009,13,73.19627785682678,74.79320430755615,73.99474108219147,367,73.99510645866394,0.36537647247314453,recovered,1,628.5,711.5,19.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/009,14,76.20306968688965,77.80707836151123,77.00507402420044,382,77.00642991065979,1.355886459350586,recovered,1,1262.5,355.5,17.600000381469727,0.6575520833333334,0.32916666666666666,inner_top_right,0.66,0.33,0.0025858732473555027,0.8276084501762998
2025_04_11/009,15,79.00762605667114,80.79432225227356,79.90097415447235,397,79.99440860748291,93.43445301055908,recovered,1,628.5,355.5,13.600000381469727,0.32734375,0.32916666666666666,inner_top_left,0.33,0.33,0.0027839016697693577,0.8144065553487094
2025_04_11/009,16,82.20718812942505,83.99575400352478,83.10147106647491,413,83.19373846054077,92.26739406585693,recovered,1,1627.5,917.5,15.5,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/009,17,85.40334939956665,87.00281572341919,86.20308256149292,428,86.20244932174683,0.63323974609375,recovered,1,283.5,161.5,15.5,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/009,18,88.20498752593994,89.9981153011322,89.10155141353607,443,89.1963164806366,94.7650671005249,recovered,1,628.5,711.5,15.5,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/009,19,91.19891023635864,92.79478693008423,91.99684858322144,457,91.99601340293884,0.8351802825927734,recovered,1,1627.5,161.5,13.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/009,20,94.00009775161743,95.59934401512146,94.79972088336945,471,94.80009031295776,0.3694295883178711,recovered,1,283.5,161.5,19.600000381469727,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/009,21,96.79450631141663,98.3931987285614,97.59385251998901,485,97.59389185905457,0.03933906555175781,recovered,1,1262.5,355.5,21.600000381469727,0.6575520833333334,0.32916666666666666,inner_top_right,0.66,0.33,0.0025858732473555027,0.8276084501762998
2025_04_11/009,22,99.8042209148407,101.19655346870422,100.50038719177246,500,100.60326266288757,102.8754711151123,recovered,1,955.5,539.5,11.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/009,23,102.60264587402344,104.20714449882507,103.40489518642426,514,103.4066812992096,1.7861127853393555,recovered,1,283.5,917.5,19.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/009,24,105.59820032119751,107.19741177558899,106.39780604839325,529,106.39482808113098,2.9779672622680664,recovered,1,1627.5,917.5,19.600000381469727,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/009,25,108.39673900604248,110.20160007476807,109.29916954040527,544,109.40226554870605,103.09600830078125,recovered,1,628.5,355.5,15.5,0.32734375,0.32916666666666666,inner_top_left,0.33,0.33,0.0027839016697693577,0.8144065553487094
2025_04_11/009,26,111.19711971282959,112.79665279388428,111.99688625335693,557,111.99601292610168,0.8733272552490234,recovered,1,1261.5,710.5,18.799999237060547,0.65703125,0.6578703703703703,inner_bottom_right,0.66,0.66,0.0036536008158934382,0.7564266122737708
