marker_start_s,marker_end_s,marker_id,target_x,target_y,coordinate_space,target_duration_s,target_source,target_detection_confidence,target_detected_x,target_detected_y,target_frame_id,target_frame_time_s
14.411202907562256,16.219943523406982,inner_bottom_right_r1,0.66,0.66,normalised,1.8087406158447266,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,73,15.211411714553833
17.2122745513916,19.21287488937378,top_right_r1,0.85,0.15,normalised,2.0006003379821777,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,88,18.219661951065063
20.410601139068604,22.010841131210327,top_left_r1,0.15,0.15,normalised,1.6002399921417236,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,103,21.21079683303833
23.42001485824585,25.01966428756714,centre_r1,0.5,0.5,normalised,1.599649429321289,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,118,24.21959924697876
26.21958613395691,27.81960391998291,bottom_right_r1,0.85,0.85,normalised,1.600017786026001,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,132,27.019859552383423
29.210605144500732,30.618616342544556,inner_top_left_r1,0.33,0.33,normalised,1.4080111980438232,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,146,29.820330142974854
31.820361614227295,33.40221166610718,inner_top_right_r1,0.66,0.33,normalised,1.5818500518798828,screen_video_hough_circle+legacy_nine_point_protocol,0.8019870941276417,0.65703125,0.3300925925925926,160,32.620861530303955
34.60482454299927,36.410332918167114,inner_bottom_left_r1,0.33,0.66,normalised,1.8055083751678467,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,174,35.40428066253662
37.612324476242065,39.21431374549866,bottom_left_r1,0.15,0.85,normalised,1.6019892692565918,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,189,38.41175293922424
40.412495374679565,42.20354652404785,inner_bottom_right_r2,0.66,0.66,normalised,1.7910511493682861,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,203,41.214030742645264
43.40368175506592,45.21350574493408,bottom_left_r2,0.15,0.85,normalised,1.809823989868164,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,219,44.41238594055176
46.41021752357483,48.01047134399414,top_right_r2,0.85,0.15,normalised,1.6002538204193115,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,233,47.21226763725281
49.21078681945801,50.81096935272217,centre_r2,0.5,0.5,normalised,1.6001825332641602,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,247,50.011242389678955
52.203855752944946,54.01065516471863,inner_bottom_left_r2,0.33,0.66,normalised,1.8067994117736816,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,263,53.21041750907898
55.210962772369385,57.00263953208923,inner_top_right_r2,0.66,0.33,normalised,1.7916767597198486,screen_video_hough_circle+legacy_nine_point_protocol,0.7699423289328424,0.65703125,0.3282407407407407,277,56.01061201095581
58.0108003616333,59.80305624008179,inner_top_left_r2,0.33,0.33,normalised,1.7922558784484863,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,292,59.003127574920654
61.210511445999146,63.003889322280884,bottom_right_r2,0.85,0.85,normalised,1.7933778762817383,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,307,62.01079320907593
64.4123923778534,66.01535081863403,top_left_r2,0.15,0.15,normalised,1.6029584407806396,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,323,65.21049046516418
67.21057367324829,69.00381445884705,inner_bottom_left_r3,0.33,0.66,normalised,1.7932407855987549,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,338,68.20389127731323
70.2029550075531,71.80241751670837,top_right_r3,0.85,0.15,normalised,1.5994625091552734,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,352,71.0028657913208
73.00355958938599,74.60494565963745,top_left_r3,0.15,0.15,normalised,1.6013860702514648,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,366,73.8028507232666
75.80383396148682,77.59475612640381,inner_top_right_r3,0.66,0.33,normalised,1.7909221649169922,screen_video_hough_circle+legacy_nine_point_protocol,0.8276084501762998,0.6575520833333334,0.32916666666666666,380,76.60648941993713
78.79504823684692,80.3975625038147,centre_r3,0.5,0.5,normalised,1.6025142669677734,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,395,79.59523606300354
81.59479975700378,83.1939172744751,bottom_left_r3,0.15,0.85,normalised,1.5991175174713135,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,409,82.39449143409729
84.60320448875427,86.2067301273346,bottom_right_r3,0.85,0.85,normalised,1.6035256385803223,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,424,85.40301012992859
87.40375542640686,89.19851279258728,inner_top_left_r3,0.33,0.33,normalised,1.79475736618042,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,439,88.39415144920349
90.39479804039001,91.80233335494995,inner_bottom_right_r3,0.66,0.66,normalised,1.4075353145599365,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,452,91.00387477874756
