date,run_id,subject_id,condition,target_id,center_x_deg,center_y_deg,semi_major_deg,semi_minor_deg,angle_deg,area_deg2,empirical_coverage,n_points,delay_s,delay_ms,target_x_deg,target_y_deg,center_error_deg
2025_04_11,000,CL98,Calib & Acc,1,-20.142968674698793,8.798259036144577,15.28503922480574,1.3195432732071546,119.07067268381554,63.36363262733935,0.9518072289156626,83,0.05,50,-21.0,11.8125,3.133712060916193
2025_04_11,000,CL98,Calib & Acc,2,22.76250909090909,15.124428409090909,3.332632747061586,0.7155108948943769,-165.42596392984308,7.491237761391807,0.9696969696969697,33,0.05,50,21.0,11.8125,3.7517073556556393
2025_04_11,000,CL98,Calib & Acc,3,-11.174083783783784,6.739067736486485,4.08010982740114,2.584231781817714,111.35691396322716,33.12479425533389,0.9594594594594594,74,0.05,50,-10.2,5.7375,1.3971317577813467
2025_04_11,000,CL98,Calib & Acc,4,9.502048351648355,8.53280480769231,0.8906535139448265,0.4495765932161314,164.56485421354895,1.257947019289537,0.9560439560439561,91,0.05,50,9.600000000000001,5.7375,2.7970204670903906
2025_04_11,000,CL98,Calib & Acc,5,0.1777067796610172,-3.3444734110169487,2.8208246084162867,1.7708203542061938,91.32886511078344,15.692800786416939,0.9576271186440678,118,0.05,50,0.0,-0.0,3.3491912600711284
2025_04_11,000,CL98,Calib & Acc,6,-16.983495348837206,4.611301744186049,21.746456292580902,4.121947006206271,122.00604978632357,281.60526675895625,0.9534883720930233,86,0.05,50,-10.2,-5.400000000000001,12.09305469105464
2025_04_11,000,CL98,Calib & Acc,7,9.777876404494382,-5.7492897471910105,5.690289304440255,0.8898921715724051,64.81998097440803,15.908220654760896,0.9550561797752809,89,0.05,50,9.600000000000001,-5.400000000000001,0.3919736506049962
2025_04_11,000,CL98,Calib & Acc,8,-22.207559210526313,-10.400333388157891,10.564667035471688,1.32803652321381,152.64541390480343,44.077373300929644,0.9539473684210527,152,0.05,50,-21.0,-11.8125,1.8580672179790891
2025_04_11,000,CL98,Calib & Acc,9,23.591159999999995,-5.9422274999999996,0.5645413372411189,0.08903965555114622,94.45412171767272,0.15791707513384934,1.0,5,0.05,50,21.0,-11.8125,6.416713284061882
2025_04_11,001,CL98,Acc 10min,1,-13.388212500000002,-3.734205468750001,24.002873433216813,2.3079975071522965,129.11894856340447,174.0397469664816,1.0,16,0.05,50,-21.0,11.8125,17.31009416141973
2025_04_11,001,CL98,Acc 10min,3,-2.7577499999999997,2.8960875,10.997373942554145,1.1068311184425443,171.1766486705763,38.24020625529646,1.0,4,0.05,50,-10.2,5.7375,7.966223073556015
2025_04_11,001,CL98,Acc 10min,5,0.9781826086956521,8.201352717391305,13.969642548938463,1.1072831509649397,106.88963324772402,48.59525415591747,0.9565217391304348,23,0.05,50,0.0,-0.0,8.25948107395473
2025_04_11,001,CL98,Acc 10min,7,8.819387096774195,-6.48672822580645,2.632676814719211,0.5450945090738238,-163.15464659522775,4.50836665198897,0.956989247311828,93,0.05,50,9.600000000000001,-5.400000000000001,1.3380339089302091
2025_04_11,001,CL98,Acc 10min,8,2.696640000000003,-14.49981,2.1850684707120727,1.788854381999832e-05,87.82204191885387,0.0001227976094511264,1.0,5,0.05,50,-21.0,-11.8125,23.848529982489488
2025_04_11,003,LW03,Calib & Acc,1,-21.81379677419355,12.736807258064509,3.9243872316990522,1.394527838435088,138.93515253173953,17.19289120741806,0.9516129032258065,186,0.05,50,-21.0,11.8125,1.231506840012899
2025_04_11,003,LW03,Calib & Acc,2,20.007139473684216,12.33388421052632,15.93512863842895,3.217009470679065,-147.3628788067345,161.04890853661968,0.9517543859649122,228,0.05,50,21.0,11.8125,1.1214336893914902
2025_04_11,003,LW03,Calib & Acc,3,-10.709052631578944,8.03328919172932,4.4779433369368125,1.8331723659196304,102.44453956273507,25.788837663328977,0.9511278195488722,266,0.05,50,-10.2,5.7375,2.351548977712056
2025_04_11,003,LW03,Calib & Acc,4,8.472406976744187,5.626814389534883,2.798161295125967,2.205539527022259,73.02791146150616,19.388198756166645,0.9534883720930233,258,0.05,50,9.600000000000001,5.7375,1.1330125023402093
2025_04_11,003,LW03,Calib & Acc,5,-0.5045441295546562,-1.67925516194332,3.8614233633179063,0.9747454833875099,94.60571043505227,11.824656242903732,0.951417004048583,247,0.05,50,0.0,-0.0,1.7534145766422018
2025_04_11,003,LW03,Calib & Acc,6,-10.535480130293152,-6.2201414902280145,0.8852597036699763,0.7963019256705656,122.91838771890153,2.2146154968744223,0.9511400651465798,307,0.05,50,-10.2,-5.400000000000001,0.8861032568583287
2025_04_11,003,LW03,Calib & Acc,7,8.398635398230093,-6.379704258849562,2.109394277954748,0.6428984637454055,77.69747093809445,4.26039654937841,0.9513274336283186,226,0.05,50,9.600000000000001,-5.400000000000001,1.5501926787318205
2025_04_11,003,LW03,Calib & Acc,8,-22.50860597014924,-11.452859748134324,3.349688831146202,1.1345940616485504,-142.90541045502724,11.939739295418997,0.9514925373134329,268,0.05,50,-21.0,-11.8125,1.5508813893821594
2025_04_11,003,LW03,Calib & Acc,9,20.105640892193303,-11.804169144981419,11.23217913191793,0.9193318693722315,170.4064091671369,32.44040064940878,0.9516728624535316,269,0.05,50,21.0,-11.8125,0.8943979074562568
2025_04_11,004,LW03,Acc 10min,1,-23.125831460674156,14.614277106741575,2.6828380298871064,0.9734589085965956,128.7628799086555,8.204685728822756,0.951310861423221,267,0.05,50,-21.0,11.8125,3.5169751712307
2025_04_11,004,LW03,Acc 10min,2,21.52846711409395,12.66030113255034,5.469523246415068,2.7627947418086025,-145.85432852541967,47.47314086459239,0.9530201342281879,298,0.05,50,21.0,11.8125,0.9990216469288467
2025_04_11,004,LW03,Acc 10min,3,-11.85816350364964,8.685213914233579,3.0911939525884695,1.092820851179797,121.44796235120266,10.612680765055034,0.9525547445255474,274,0.05,50,-10.2,5.7375,3.382088633522472
2025_04_11,004,LW03,Acc 10min,4,9.824033108108114,7.784637035472971,1.5675272202935824,0.9573303449755034,86.26902284912671,4.7144039179973305,0.9527027027027027,296,0.05,50,9.600000000000001,5.7375,2.0593593361853215
2025_04_11,004,LW03,Acc 10min,5,-0.8590206896551721,-2.2137349137931013,2.1323977478807006,0.6804540691718668,98.37549031230975,4.558446933691991,0.9501915708812261,261,0.05,50,0.0,-0.0,2.3745607622889326
2025_04_11,004,LW03,Acc 10min,6,-10.693395155709345,-6.331718382352937,1.2310683904015336,0.8679672480572006,98.37513619745343,3.3568767084100677,0.9515570934256056,289,0.05,50,-10.2,-5.400000000000001,1.0542949889342266
2025_04_11,004,LW03,Acc 10min,7,8.905905109489051,-5.548043020072991,1.6878052332582025,0.550417475529273,61.901088075292016,2.9185317076161335,0.9525547445255474,274,0.05,50,9.600000000000001,-5.400000000000001,0.7097073008119188
2025_04_11,004,LW03,Acc 10min,8,-21.415412631578945,-13.060593947368409,2.4791501649405663,0.6540222691289624,-177.44641679216903,5.093839326905701,0.9508771929824561,285,0.05,50,-21.0,-11.8125,1.3154110216707933
2025_04_11,004,LW03,Acc 10min,9,20.411877220077226,-12.11171525096525,4.162811910558857,1.4024083502017997,149.03397041981276,18.340499108206885,0.9536679536679536,259,0.05,50,21.0,-11.8125,0.6598622361328834
2025_04_11,005,JL98,Calib & Acc,1,-21.679238709677424,12.6311639516129,2.1336592320578536,0.9810535733686537,125.25772095798617,6.576088600505329,0.9548387096774194,155,0.05,50,-21.0,11.8125,1.0637555595129455
2025_04_11,005,JL98,Calib & Acc,2,19.44574344827586,11.734844741379302,2.896946474446412,1.0429717172839716,127.28557857486597,9.492112468000945,0.9517241379310345,145,0.05,50,21.0,11.8125,1.5561952858715593
2025_04_11,005,JL98,Calib & Acc,3,-9.425028099173556,6.536772520661157,4.659962887090776,2.2200232569555376,137.58566560574928,32.500485957002006,0.9504132231404959,242,0.05,50,-10.2,5.7375,1.1132915203820564
2025_04_11,005,JL98,Calib & Acc,4,11.768977777777776,3.7215607142857148,7.484366783373273,5.055096200986284,-153.49653678253375,118.85962621837287,0.9523809523809523,189,0.05,50,9.600000000000001,5.7375,2.961161225630924
2025_04_11,005,JL98,Calib & Acc,5,4.608043548387097,-2.9744119959677437,10.94314395469738,6.1158702893748975,150.47465601548035,210.25689709883204,0.9516129032258065,124,0.05,50,0.0,-0.0,5.484632354642266
2025_04_11,005,JL98,Calib & Acc,6,-4.537007407407407,-7.381686111111108,6.593837397534415,2.161489695063996,158.58093042735072,44.77558569283299,0.9506172839506173,243,0.05,50,-10.2,-5.400000000000001,5.999713738731976
2025_04_11,005,JL98,Calib & Acc,7,16.70287402597402,-5.713403814935063,28.138520877887302,11.362626014513383,123.24224847326938,1004.4535316518602,0.9545454545454546,154,0.05,50,9.600000000000001,-5.400000000000001,7.109784903924464
2025_04_11,005,JL98,Calib & Acc,8,-19.739964220183484,-10.039278096330275,6.5330770461436405,1.4428345727347185,157.01249050129968,29.613121796264416,0.9541284403669725,218,0.05,50,-21.0,-11.8125,2.175317467881849
2025_04_11,005,JL98,Calib & Acc,9,26.174290384615396,-9.06847896634615,3.689822687272206,2.6344735061518776,175.1719262315169,30.53860572336745,0.9519230769230769,104,0.05,50,21.0,-11.8125,5.856870531047966
2025_04_11,006,JL98,Acc 10min,1,-21.79514873949583,12.105054359243692,2.2301565045184857,1.1381725220418235,145.31444432114978,7.97431359650004,0.9537815126050421,238,0.05,50,-21.0,11.8125,0.8472600374349619
2025_04_11,006,JL98,Acc 10min,2,18.653544999999994,13.223826562499996,3.8555472816948253,1.066004592490342,131.1038605677043,12.912043537589735,0.9541666666666667,240,0.05,50,21.0,11.8125,2.73819169033928
2025_04_11,006,JL98,Acc 10min,3,-8.994786111111116,5.954821874999994,2.823389819215003,1.7325071136686585,147.4411638551704,15.367235385285225,0.9537037037037037,216,0.05,50,-10.2,5.7375,1.2246506911459194
2025_04_11,006,JL98,Acc 10min,4,16.84133725490196,1.158302205882353,5.848012726927045,2.589060841922878,128.02861087184502,47.56641691490278,0.954248366013072,153,0.05,50,9.600000000000001,5.7375,8.567731186077381
2025_04_11,006,JL98,Acc 10min,5,8.40197464788732,-3.4525299295774645,6.4362129941696375,1.772632036387894,125.55436797110143,35.84254791223676,0.9530516431924883,213,0.05,50,0.0,-0.0,9.083674416136315
2025_04_11,006,JL98,Acc 10min,6,-2.5414902857142865,-9.726426,8.954102418529683,1.3872114363444523,138.59836567552261,39.022455212126,0.9542857142857143,175,0.05,50,-10.2,-5.400000000000001,8.796063493249957
2025_04_11,006,JL98,Acc 10min,7,25.26999212598425,-14.413038484251972,7.5913015467546225,2.292075698644859,147.8992868937053,54.663202594828654,0.952755905511811,127,0.05,50,9.600000000000001,-5.400000000000001,18.077154531258934
2025_04_11,006,JL98,Acc 10min,8,-21.168032835820895,-9.753689552238807,8.037502228372443,3.279989331116823,165.7533804800057,82.82156069342902,0.9502487562189055,201,0.05,50,-21.0,-11.8125,2.065656189622236
2025_04_11,007,CL98,Acc 60min,1,-16.801610399999994,9.137566799999995,28.16605721161732,3.3320893948446173,129.0690507187732,294.8441899012437,0.952,250,0.05,50,-21.0,11.8125,4.978126440524635
2025_04_11,007,CL98,Acc 60min,2,22.453673684210518,12.989898127530367,6.43943312429372,1.4081991668150526,121.90282950075347,28.487975881326676,0.951417004048583,247,0.05,50,21.0,11.8125,1.8706772920197097
2025_04_11,007,CL98,Acc 60min,3,-7.922729479768782,8.23879053468208,3.3618772735166997,2.2733638524763977,110.14576046361641,24.010470933541388,0.953757225433526,173,0.05,50,-10.2,5.7375,3.382663944468076
2025_04_11,007,CL98,Acc 60min,4,15.770399999999995,6.1821574817518234,6.6260475517379955,1.6881138073902842,133.47667528384844,35.14035487435357,0.9525547445255474,274,0.05,50,9.600000000000001,5.7375,6.186400927524645
2025_04_11,007,CL98,Acc 60min,5,12.102003529411764,-6.804746470588239,13.350095254111546,2.968735161249182,131.49088949970016,124.51041864286591,0.9529411764705882,170,0.05,50,0.0,-0.0,13.883913855785691
2025_04_11,007,CL98,Acc 60min,6,-0.35690731707317047,-8.451917835365853,7.131304481007794,2.115117579787025,166.01716677195117,47.38636193625604,0.9512195121951219,246,0.05,50,-10.2,-5.400000000000001,10.305371222741655
2025_04_11,007,CL98,Acc 60min,7,27.96960535714286,-13.754758258928566,3.1122592447525927,0.7954219517749369,153.3152822844952,7.777198982319141,0.9553571428571429,112,0.05,50,9.600000000000001,-5.400000000000001,20.180296988456504
2025_04_11,007,CL98,Acc 60min,8,-13.033398994974878,-10.901192336683419,33.30521382344433,5.817153653535484,167.44601171013184,608.657018472132,0.9547738693467337,199,0.05,50,-21.0,-11.8125,8.018554310503037
2025_04_11,008,LW03,Acc 60min,1,-0.21576666666666625,2.7187500000000004,6.4740433753232045,1.5029602822951382,142.58495860633772,30.568419270988468,1.0,18,0.05,50,-21.0,11.8125,22.686574098284307
2025_04_11,008,LW03,Acc 60min,2,25.128265178571443,11.41944056919643,11.838838774868247,7.324306550116604,168.50726116058846,272.41153400581226,0.9508928571428571,224,0.05,50,21.0,11.8125,4.146934904329839
2025_04_11,008,LW03,Acc 60min,3,-12.244335408560312,12.793101653696498,15.132235297162039,2.6795410589584714,143.56476909317487,127.38355782375675,0.953307392996109,257,0.05,50,-10.2,5.7375,7.345803016576079
2025_04_11,008,LW03,Acc 60min,4,14.377664367816106,8.03956422413793,4.099764421976112,1.4008185380491813,142.3022738397473,18.042248303348728,0.9501915708812261,261,0.05,50,9.600000000000001,5.7375,5.303355211897033
2025_04_11,008,LW03,Acc 60min,5,9.841131558935363,-2.784410931558934,2.408620154715865,1.1283415084259194,129.61922581897565,8.538051177675193,0.9505703422053232,263,0.05,50,0.0,-0.0,10.227453964504482
2025_04_11,008,LW03,Acc 60min,6,-3.8666146341463445,-6.846375457317071,1.4579674221172256,0.7754861670664517,125.4356426597729,3.5519901107709235,0.9512195121951219,246,0.05,50,-10.2,-5.400000000000001,6.496443038766552
2025_04_11,008,LW03,Acc 60min,7,29.21404817518249,-13.201466468978104,1.6468413370045358,0.9746079376769957,89.56323029624646,5.042333615150373,0.9525547445255474,274,0.05,50,9.600000000000001,-5.400000000000001,21.10861826091346
