session_id,date,run_id,session_path,subject_id,device_id,test_id,trial_number,test_condition,visit_label,recording_start_time,recording_end_time,planned_duration_s,operator_id,device_model,device_serial,device_software_version,nominal_sampling_hz,calibration_method,validation_method,gaze_file,source_format,calibration_avg_error,calibration_valid_points,calibration_high_quality_samples,calibration_confidence_threshold,calibration_error_unit,calibration_status,calibration_source,display_width_px,display_height_px,display_width_mm,display_height_mm,viewing_distance_mm,display_model,display_refresh_hz,environment,ambient_illuminance_lux,head_support,target_presentation_s,target_settle_time_s_x,minimum_post_settle_valid_samples,notes,metadata_conflict_fields_x,metadata_read_error_x,has_gaze,has_video,has_recording_info,has_marker,has_calibration,has_log,target_recovery_attempted,target_recovery_status,target_recovery_validation_passed,source_video_file,source_video_bytes,marker_interval_count,detected_target_intervals,recovered_target_intervals,recovered_unique_targets,expected_target_intervals,median_normalised_match_offset,max_normalised_match_offset,target_count_signature,quality_status,quality_valid_rate,quality_data_loss_rate,quality_estimated_missing_samples,quality_longest_gap_s,duplicate_timestamps,negative_time_jumps,irregular_interval_pct,missing_coordinate_samples,out_of_bounds_samples,out_of_bounds_rate,quality_marker_events,quality_marker_coverage_rate,target_settle_time_s_y,marker_settle_excluded_samples_x,metadata_missing_fields,metadata_conflict_count,metadata_conflict_fields_y,metadata_read_error_y,duration_mismatch_fraction,quality_flags,gaze_samples,duration_s,effective_sampling_hz,median_interval_ms,p95_interval_ms,sampling_jitter_ms,sampling_interval_cv,estimated_missing_samples,longest_gap_s,valid_samples,invalid_samples,valid_rate,data_loss_rate,completeness_rate,gaze_dispersion_x,gaze_dispersion_y,coordinate_space,video_frames,video_duration_s,marker_events,marker_precision_rms,marker_stability_p95,marker_accuracy_rmse,marker_mean_absolute_error,marker_systematic_error_x,marker_systematic_error_y,marker_systematic_error_radial,marker_random_error_rms,marker_repeatability_95,marker_accuracy_rmse_deg,marker_omae_deg,marker_precision_rms_deg,marker_coverage_rate,marker_valid_samples,target_settle_time_s,marker_settle_excluded_samples_y
2025_04_11/011,2025_04_11,011,2025_04_11/011,JL98,GP3,Acc 60min,12,,,1744353417.2034142,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,2352992,27,27,27,9,27,0.0023890372051467677,0.0036536008158934382,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.3250363372093023,0.6770175121863152,35,0.5848305225372314,0,0,0.00018171906232963838,0,27,0.0049055232558139535,27,0.5925925925925926,0.6,326.0,1,0,,,0.011275786630920869,low_valid_gaze_rate;high_data_loss;long_sampling_gap;low_marker_coverage;incomplete_metadata,5504,89.54976487159729,61.45186431131992,16.289710998535156,18.534469604492188,7.810033046007539,0.4794457708126223,35,0.5848305225372314,1789,3715,0.3250363372093023,0.6770175121863152,0.32298248781368477,0.2411652047995374,0.2868681807081795,normalised,454,90.5710244178772,27,0.03684079766572775,0.0642793698129159,0.40701483905791,0.20104587046385267,-0.013383735211916948,0.18453932761583797,0.18502401953564915,0.049079461711445095,0.7163822245338567,,,,0.5925925925925926,690.0,0.6,326.0
2025_04_11/012,2025_04_11,012,2025_04_11/012,PW78,GP3,Acc 60min,13,,,1744354735.3575416,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,2468540,27,27,27,9,27,0.0023890372051467677,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7738095238095238,0.2335703138546905,55,0.8943746089935303,0,0,0.0003502013657853266,0,18,0.0031512605042016808,27,1.0,0.6,822.0,1,0,,,0.005729348039275377,low_valid_gaze_rate;high_data_loss;long_sampling_gap;incomplete_metadata,5712,93.23007249832153,61.257058446488045,16.273021697998047,18.122434616088867,11.700197953955078,0.7189935693009288,55,0.8943746089935303,4420,1292,0.7738095238095238,0.2335703138546905,0.7664296861453095,0.2422760738960146,0.2239990192578988,normalised,470,93.76729798316956,27,0.013507792983510085,0.03004749509798104,0.06950690925042632,0.06383155382938542,-0.00035416434541638936,-0.054043601066797474,0.054044761528299096,0.023476577931426625,0.0549446655544556,,,,1.0,1585.0,0.6,822.0
2025_04_12/001,2025_04_12,001,2025_04_12/001,CL98test,GP3,Calib & Acc,2,,,1744413207.420712,,,,,,,,,,GP3HD_data.csv,GP3HD,28.64,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,23594836,27,27,27,9,27,0.0023890372051467677,0.0033974639237605523,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.816447908121411,0.18455551003687012,6,0.029895305633544922,0,0,0.0012307692307692308,0,238,0.04881050041017227,27,1.0,0.6,837.0,1,0,,,0.483374382196736,gaze_out_of_bounds;gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4876,78.83079552650452,61.841314266084325,16.55435562133789,19.159746170043945,1.9112310296787547,0.11545185287763515,6,0.029895305633544922,3981,895,0.816447908121411,0.18455551003687012,0.8154444899631299,0.2536765152686773,0.31005406857440654,normalised,4580,152.5878562927246,27,0.017324671626325273,0.029715853502257625,0.07694536670040988,0.061697656815615044,0.01705877453612693,-0.032663464570476565,0.03684974499804836,0.055436235292699816,0.09183380942020547,,,,1.0,1610.0,0.6,837.0
2025_04_12/002,2025_04_12,002,2025_04_12/002,MQ85,GP3,Calib & Acc,3,,,1744415472.0736544,,,,,,,,,,GP3HD_data.csv,GP3HD,10.48,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,19729124,27,27,27,9,27,0.002724367157374172,0.003631645859418837,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7609275600246255,0.23922855970455478,1,0.025056838989257812,0,0,0.00020525451559934318,0,35,0.007182433819002668,27,0.9629629629629629,0.6,730.0,1,0,,,0.3870006496859468,low_valid_gaze_rate;high_data_loss;gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4873,78.79291725158691,61.83296887515453,16.518831253051758,18.867599964141846,1.7512603060600738,0.10601599345816543,1,0.025056838989257812,3708,1165,0.7609275600246255,0.23922855970455478,0.7607714402954452,0.2559776216809957,0.2484282197551566,normalised,3855,128.53670597076416,27,0.022175746416284205,0.04468453414897786,0.12237578406450908,0.1008710305547512,-0.046416921642123125,-0.06941430064716997,0.08350374691633124,0.03644509492468411,0.13849452686435026,,,,0.9629629629629629,1419.0,0.6,730.0
2025_04_12/003,2025_04_12,003,2025_04_12/003,MQ85,GP3,Acc 10min,4,,,1744417129.0376344,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11694472,27,27,27,9,27,0.0027243671573741477,0.003631645859418837,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.4267797860568056,0.5797312023247366,84,0.7591180801391602,0,0,0.00387382401770891,0,92,0.016967908520841016,27,0.6296296296296297,0.6,458.0,1,0,,,0.010520684979461403,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;low_marker_coverage;incomplete_metadata,5422,88.84534907341003,61.01613710269519,16.390085220336914,18.779993057250977,10.65767630901128,0.650251427356044,84,0.7591180801391602,2314,3108,0.4267797860568056,0.5797312023247366,0.4202687976752634,0.27324922753435993,0.3252574904856132,normalised,2695,89.7900013923645,27,0.01771964094929411,0.031127210868079735,0.15761300130394623,0.12298111338188132,-0.026840113031362984,-0.10239273776401892,0.10585208743500284,0.06910476292305953,0.19915806736549002,,,,0.6296296296296297,883.0,0.6,458.0
2025_04_12/004,2025_04_12,004,2025_04_12/004,NM84,GP3,Calib & Acc,5,,,1744418859.0676947,,,,,,,,,,GP3HD_data.csv,GP3HD,15.84,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,15914614,27,27,27,9,27,0.002724367157374172,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8157192694438744,0.18478260869565216,3,0.06186962127685547,0,0,0.00020525451559934318,0,125,0.025651549353580955,27,1.0,0.6,759.0,1,0,,,0.3003957075474986,gaze_out_of_bounds;gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4873,78.82627081871033,61.80680564230846,16.50404930114746,18.87186765670776,1.8208415179190358,0.11032695580910801,3,0.06186962127685547,3975,898,0.8157192694438744,0.18478260869565216,0.8152173913043479,0.2639448367303312,0.23938715171912642,normalised,3382,112.67265176773071,27,0.022127949436678254,0.045868371595267896,0.09026885646691818,0.08158896590171058,-0.03329856193132302,-0.061165910143002294,0.06964239219265796,0.0378168718956438,0.07714238407357422,,,,1.0,1552.0,0.6,759.0
2025_04_12/005,2025_04_12,005,2025_04_12/005,QZ00,GP3,Calib & Acc,6,,,1744419864.3892097,,,,,,,,,,GP3HD_data.csv,GP3HD,50.96,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,16055192,27,27,27,9,27,0.0025858732473555027,0.0031835279202937442,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.6925918325466858,0.3074081674533142,0,0.024658203125,0,0,0.0,0,322,0.06607839113482454,27,1.0,0.6,665.0,1,0,,,0.30896407265340176,low_valid_gaze_rate;high_data_loss;gaze_out_of_bounds;gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4873,78.78489947319031,61.83926149017797,16.49940013885498,19.156181812286373,1.8062099864051393,0.10947125175488265,0,0.024658203125,3375,1498,0.6925918325466858,0.3074081674533142,0.6925918325466858,0.29757835980334335,0.36092836744974427,normalised,3423,114.00984573364258,27,0.027776827782958164,0.049986119339142224,0.29958434835730063,0.21431085770162148,-0.005012876913628284,-0.12683244839759514,0.1269314732502535,0.2154219054531803,0.41811484105083435,,,,1.0,1373.0,0.6,665.0
2025_04_12/008,2025_04_12,008,2025_04_12/008,NM84,GP3,Acc 10min,9,,,1744420349.0142047,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11769816,27,27,27,9,27,0.0025858732473555027,0.003183527920293794,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.6535360938072554,0.35227891774105685,49,0.8148620128631592,0,0,0.0001832508704416346,0,0,0.0,27,0.8518518518518519,0.6,683.0,1,0,,,0.01031068213461129,low_valid_gaze_rate;high_data_loss;long_sampling_gap;incomplete_metadata,5458,89.05411553382874,61.277347681108175,16.379117965698242,18.677091598510742,10.926045799053027,0.667071683709389,49,0.8148620128631592,3567,1891,0.6535360938072554,0.35227891774105685,0.6477210822589432,0.25125396592795,0.22682859956644177,normalised,2701,89.9818902015686,27,0.021962902945556136,0.0420732453131948,0.08881131192661924,0.08178383500072024,0.0008249138357037606,0.05058983456706643,0.05059655960991305,0.030710657351310483,0.06938917104401446,,,,0.8518518518518519,1128.0,0.6,683.0
2025_04_12/011,2025_04_12,011,2025_04_12/011,MQ85,GP3,Acc 60min,12,,,1744420739.534862,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11965518,27,27,27,9,27,0.0027839016697693577,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.6016245487364621,0.40343654913191335,47,0.7964334487915039,0,0,0.00018053800324968405,0,185,0.033393501805054154,27,0.8888888888888888,0.6,582.0,1,0,,,0.010288318071530685,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5540,90.35136342048645,61.305106976881284,16.43991470336914,18.630075454711914,10.604470234052414,0.6450441152154621,47,0.7964334487915039,3333,2207,0.6016245487364621,0.40343654913191335,0.5965634508680866,0.25683758205828916,0.2569062307232996,normalised,2741,91.2905900478363,27,0.016984865958925458,0.03632387589311678,0.0929368228720173,0.08347893021734536,0.022132605165816183,0.04981247338030881,0.054508116053390496,0.04608024680423716,0.08178311458171753,,,,0.8888888888888888,1214.0,0.6,582.0
2025_04_12/012,2025_04_12,012,2025_04_12/012,QZ00,GP3,Acc 10min,13,,,1744420948.1820211,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11307238,27,27,27,9,27,0.0025858732473555027,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7716860683439729,0.23563325274316532,51,0.8493623733520508,0,0,0.00018779342723004695,0,103,0.019339091250469394,27,1.0,0.6,817.0,1,0,,,0.0107088921480843,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5326,86.93760824203491,61.25082237338716,16.431093215942383,18.49684715270996,11.514449692910118,0.7007719779556811,51,0.8493623733520508,4110,1216,0.7716860683439729,0.23563325274316532,0.7643667472568347,0.262718769377293,0.3162804240025413,normalised,2639,87.87869167327881,27,0.013309333761693189,0.024615476822358876,0.27820398445275557,0.12011449006309123,-0.005397510551089869,-0.02160502138167979,0.022269038350408565,0.24964526789221353,0.5012080177139908,,,,1.0,1569.0,0.6,817.0
2025_04_12/013,2025_04_12,013,2025_04_12/013,SY91,GP3,Calib & Acc,14,,,1744423118.1159763,,,,,,,,,,GP3HD_data.csv,GP3HD,1477.47,3.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,16209876,27,27,27,9,27,0.002727856047018324,0.0033974639237605523,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8896410256410257,0.11035897435897436,0,0.02287912368774414,0,0,0.0,0,0,0.0,27,1.0,0.6,830.0,1,0,,,0.3070304409600239,gaze_video_duration_mismatch;incomplete_metadata;insufficient_calibration_points;unknown_calibration_error_unit,4875,78.81409406661987,61.8417309457381,16.460776329040527,18.71390342712402,1.5938641213528064,0.09682800431112536,0,0.02287912368774414,4337,538,0.8896410256410257,0.11035897435897436,0.8896410256410257,0.0,0.0,normalised,3414,113.73384737968445,27,0.0,0.0,0.7928850273946828,0.7470515872913417,-0.4977777777777778,-0.49777777777777776,0.703964084381274,0.0,0.5306326022035638,,,,1.0,1532.0,0.6,830.0
2025_04_12/014,2025_04_12,014,2025_04_12/014,QZ00,GP3,Acc 60min,15,,,1744423326.0523596,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11232046,27,27,27,9,27,0.0025858732473555027,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8669301712779973,0.14195230998509686,55,0.9125068187713623,0,0,0.00018825301204819278,0,0,0.0,27,0.9629629629629629,0.6,879.0,1,0,,,0.009960512928347267,long_sampling_gap;incomplete_metadata,5313,86.79452610015869,61.20201628694978,16.438603401184082,18.487250804901123,12.386534920562479,0.7535028748044538,55,0.9125068187713623,4606,707,0.8669301712779973,0.14195230998509686,0.8580476900149031,0.0,0.0,normalised,2633,87.6677417755127,27,0.0,0.0,0.8027884097128152,0.7578347069724269,-0.5042307692307693,-0.5042307692307693,0.7130899924119721,0.0,0.5294250588124312,,,,0.9629629629629629,1612.0,0.6,879.0
2025_04_12/015,2025_04_12,015,2025_04_12/015,YR00,GP3,Calib & Acc,16,,,1744423489.911293,,,,,,,,,,GP3HD_data.csv,GP3HD,31.99,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,15569492,27,27,27,9,27,0.0025858732473555027,0.0031892035057003824,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.5648338120640132,0.43539786710418377,2,0.026338577270507812,0,0,0.0004104247896572953,0,292,0.059909725071809604,27,0.9259259259259259,0.6,626.0,1,0,,,0.2911189038413058,low_valid_gaze_rate;high_data_loss;gaze_out_of_bounds;gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4874,78.80114841461182,61.83920029135536,16.555070877075195,19.906139373779297,2.084702121199769,0.12592529121011384,2,0.026338577270507812,2753,2121,0.5648338120640132,0.43539786710418377,0.5646021328958162,0.36914361534280665,0.3318144900099376,normalised,3337,111.16271662712097,27,0.024783872317609208,0.045967252965364976,0.45675760106584595,0.24334765995640667,-0.05733926946646469,-0.14704040364899063,0.15782481467819293,0.2617782546969361,0.7732313404181693,,,,0.9259259259259259,1019.0,0.6,626.0
2025_04_12/016,2025_04_12,016,2025_04_12/016,NM84,GP3,Acc 60min,17,,,1744423787.7483275,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11568968,27,27,27,9,27,0.0024513071913956036,0.0031892035057003824,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8156002212797344,0.19111192392099488,45,0.7482564449310303,0,0,0.00018443378827001107,0,914,0.1685413977503227,27,1.0,0.6,791.0,1,0,,,0.01067847304567065,long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5423,88.41520810127258,61.324291560672805,16.330957412719727,18.5821533203125,10.055901774965886,0.6157570264149745,45,0.7482564449310303,4423,1000,0.8156002212797344,0.19111192392099488,0.8088880760790051,0.22302724826269005,0.2580282617530364,normalised,2684,89.36953830718994,27,0.016560884748969152,0.03624574777972759,0.24280891171154684,0.2398266381550214,-0.026956775355490036,-0.23608098111785505,0.23761501927095305,0.022993719008290968,0.07577652272642418,,,,1.0,1571.0,0.6,791.0
2025_04_12/017,2025_04_12,017,2025_04_12/017,SS73,GP3,Calib & Acc,18,,,1744424185.711828,,,,,,,,,,GP3HD_data.csv,GP3HD,21.04,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,15829362,27,27,27,9,27,0.0027243671573741477,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8493741021957726,0.15080016413623307,1,0.025979280471801758,0,0,0.00020525451559934318,0,17,0.00348861071208701,27,1.0,0.6,797.0,1,0,,,0.2982142783075532,gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4873,78.78293895721436,61.84080036219388,16.519665718078613,18.723917007446286,1.7042043536656626,0.10316215731899671,1,0.025979280471801758,4139,734,0.8493741021957726,0.15080016413623307,0.8491998358637669,0.24215733372412965,0.28030115214374846,normalised,3370,112.26067519187927,27,0.008204387433422887,0.01493579065672121,0.05467440300477806,0.04475223975149945,0.004747466037182351,-0.015781630052327866,0.01648023910271747,0.014375423544685788,0.062734414816268,,,,1.0,1713.0,0.6,797.0
2025_04_12/018,2025_04_12,018,2025_04_12/018,YR00,GP3,Acc 10min,19,,,1744424478.2458484,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11657978,27,27,27,9,27,0.0024513071913956036,0.0031835279202937442,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7741461623209696,0.23331514820876523,53,0.8950223922729492,0,0,0.00018365472910927456,0,267,0.049026808666911496,27,1.0,0.6,784.0,1,0,,,0.009914720642696911,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5446,88.93647480010986,61.2234745332325,16.4334774017334,18.423795700073242,11.999733526153696,0.7302005067343791,53,0.8950223922729492,4216,1230,0.7741461623209696,0.23331514820876523,0.7666848517912348,0.2554056613964064,0.21352019543133602,normalised,2698,89.82708525657654,27,0.013404662262803912,0.024890456634791624,0.08366744842707605,0.07000343900080606,-0.013602458671821312,0.023422337083111675,0.027085655915142892,0.028783017567850486,0.09152424511895339,,,,1.0,1677.0,0.6,784.0
2025_04_12/019,2025_04_12,019,2025_04_12/019,SS73,GP3,Acc 10min,20,,,1744425281.6677155,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11889150,27,27,27,9,27,0.002724367157374172,0.003631645859418837,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8066630256690334,0.201765447667087,58,0.966731071472168,0,0,0.0001820830298616169,0,65,0.0118332423083925,27,1.0,0.6,840.0,1,0,,,0.010123792474571684,high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5493,89.75626230239868,61.187931171831224,16.415953636169434,18.53630542755127,12.915679825582966,0.7867760906150295,58,0.966731071472168,4431,1062,0.8066630256690334,0.201765447667087,0.798234552332913,0.22947845229383226,0.2616074427053134,normalised,2717,90.67422938346863,27,0.013810545171107538,0.029179268760162202,0.06521968466445628,0.050987107725584714,0.00046400248644344713,-0.02870113161255655,0.02870488206122294,0.02058448277981733,0.08122856975703156,,,,1.0,1424.0,0.6,840.0
2025_04_12/020,2025_04_12,020,2025_04_12/020,RB76,GP3,Calib & Acc,21,,,1744425607.4626734,,,,,,,,,,GP3HD_data.csv,GP3HD,27.96,5.0,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,15914570,27,27,27,9,27,0.002724367157374172,0.003631645859418837,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.8465011286681715,0.15367254821501847,1,0.024831295013427734,0,0,0.00020525451559934318,0,7,0.0014364867638005335,27,1.0,0.6,768.0,1,0,,,0.30380190621937464,gaze_video_duration_mismatch;incomplete_metadata;unknown_calibration_error_unit,4873,78.7844910621643,61.839582058806286,16.488075256347656,18.846499919891357,1.6622435127516677,0.10081489118092965,1,0.024831295013427734,4125,748,0.8465011286681715,0.15367254821501847,0.8463274517849815,0.22613115765727812,0.24358477948592458,normalised,3397,113.1638994216919,27,0.01807653048738996,0.03169870293469702,0.0747324307353602,0.06164187093989547,0.004024845771385689,-0.05676683368269701,0.05690933833600972,0.056442442674035836,0.0843911021312055,,,,1.0,1600.0,0.6,768.0
2025_04_12/021,2025_04_12,021,2025_04_12/021,SY91,GP3,Acc 10min,22,,,1744426223.246376,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,11547250,27,27,27,9,27,0.0025858732473555027,0.0031892035057003824,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7580406654343808,0.24931356397583745,53,0.8913733959197998,0,0,0.00018487705675725643,0,363,0.06709796672828096,27,1.0,0.6,736.0,1,0,,,0.010042248925802846,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5410,88.34165215492249,61.22819607804454,16.362428665161133,18.575668334960938,11.99001262915248,0.7327770757333599,53,0.8913733959197998,4101,1309,0.7580406654343808,0.24931356397583745,0.7506864360241625,0.21258174113460326,0.20336361513781154,normalised,2679,89.23780035972595,27,0.016399263181280096,0.031939864768585374,0.21094973504020556,0.20404425235384793,-0.03457020033092598,-0.19872371421858814,0.2017082381653051,0.07412216210301148,0.10692252399146779,,,,1.0,1361.0,0.6,736.0
2025_04_12/022,2025_04_12,022,2025_04_12/022,SY91,GP3,Acc 60min,23,,,1744426360.968299,,,,,,,,,,GP3HD_data.csv,GP3HD,,,,,,,,1920.0,1080.0,,,,,,,,,,,,,,,True,True,True,True,True,True,True,recovered,True,ext_display_acc_video.avi,10959788,27,27,27,9,27,0.002727856047018324,0.0034508650660073636,top_left:3;bottom_left:3;centre:3;top_right:3;bottom_right:3;inner_top_left:3;inner_bottom_left:3;inner_top_right:3;inner_bottom_right:3,warn,0.7130036280313157,0.2932046185879235,46,0.763211727142334,0,0,0.00019098548510313216,0,658,0.1256444529310674,27,1.0,0.6,757.0,1,0,,,0.01111778277903247,low_valid_gaze_rate;high_data_loss;long_sampling_gap;gaze_out_of_bounds;incomplete_metadata,5237,85.42378234863281,61.294406031223936,16.344308853149414,18.577098846435547,10.431301789233387,0.638222263355196,46,0.763211727142334,3734,1503,0.7130036280313157,0.2932046185879235,0.7067953814120764,0.21726769707626153,0.22159914592815158,normalised,2593,86.38418292999268,27,0.021673043752050987,0.0432282671607069,0.25358235126335554,0.2490620533027524,-0.02158889535123167,-0.24722811547679205,0.24816893738881274,0.06329478146235316,0.09520620124210452,,,,1.0,1286.0,0.6,757.0
