session_id,date,subject_id,device_id,test_id,test_condition,recording_start_time,trial_number,marker_index,marker_id,target_key,target_label,marker_start_s,analysis_start_s,marker_end_s,target_settle_time_s,settle_excluded_valid_samples,valid_samples,coordinate_space,paper_qc_status,paper_qc_valid_samples,paper_qc_excluded_samples,paper_qc_mean_gaze_x,paper_qc_mean_gaze_y,paper_qc_gaze_direction_x_normalised,paper_qc_gaze_direction_y_normalised,paper_qc_gaze_direction_x_deg,paper_qc_gaze_direction_y_deg,paper_qc_omae_normalised,paper_qc_precision_rms_normalised,paper_qc_omae_deg,paper_qc_precision_rms_deg,target_x,target_y,mean_gaze_x,mean_gaze_y,target_x_centered,target_y_centered,gaze_direction_x_normalised,gaze_direction_y_normalised,error_x_normalised,error_y_normalised,centroid_error_normalised,omae_normalised,precision_rms_normalised,target_eccentricity_normalised,target_x_deg,target_y_deg,gaze_direction_x_deg,gaze_direction_y_deg,error_x_deg,error_y_deg,centroid_error_deg,omae_deg,precision_rms_deg,target_eccentricity_deg
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,18,inner_bottom_left_r3,"0.330000,0.660000",inner_bottom_left,66.39499115943909,66.99499115943908,68.20265126228333,0.6,34,69,normalised,included,69,0,0.34576565217391303,0.5896755072463769,-0.15423434782608697,-0.08967550724637685,,,0.07347223060351488,0.03726909326889355,,,0.33,0.66,0.34576565217391303,0.5896755072463769,-0.16999999999999998,-0.16000000000000003,-0.15423434782608697,-0.08967550724637685,0.015765652173913014,0.07032449275362318,0.07207003586458943,0.07347223060351488,0.03726909326889355,0.23345235059857505,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,19,top_right_r3,"0.850000,0.150000",top_right,69.40246343612671,70.0024634361267,70.79634213447571,0.6,31,46,normalised,insufficient_in_bounds_samples,0,46,,,,,,,,,,,0.85,0.15,0.8678593478260872,-0.008833260869565217,0.35,0.35,0.3678593478260872,0.5088332608695653,0.017859347826087224,0.1588332608695652,0.15983416738367465,0.1598400103002222,0.00916357284045194,0.49497474683058323,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,20,top_left_r3,"0.150000,0.150000",top_left,72.20314240455627,72.80314240455627,73.80237936973572,0.6,26,46,normalised,included,46,0,0.1324180434782609,0.1200360869565217,-0.3675819565217391,0.3799639130434783,,,0.039676469496027614,0.027497879688838784,,,0.15,0.15,0.1324180434782609,0.1200360869565217,-0.35,0.35,-0.3675819565217391,0.3799639130434783,-0.017581956521739106,0.0299639130434783,0.034741348275642,0.039676469496027614,0.027497879688838784,0.49497474683058323,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,21,inner_top_right_r3,"0.660000,0.330000",inner_top_right,75.00600075721741,75.6060007572174,76.60649228096008,0.6,31,38,normalised,included,38,0,0.6639397368421054,0.20162921052631577,0.1639397368421054,0.29837078947368423,,,0.12845294178901073,0.02745639048117665,,,0.66,0.33,0.6639397368421054,0.20162921052631577,0.16000000000000003,0.16999999999999998,0.1639397368421054,0.29837078947368423,0.003939736842105357,0.12837078947368424,0.1284312310790565,0.12845294178901073,0.02745639048117665,0.23345235059857505,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,22,centre_r3,"0.500000,0.500000",centre,77.8027617931366,78.40276179313659,79.4024384021759,0.6,19,55,normalised,included,55,0,0.48963618181818197,0.3989536363636363,-0.01036381818181803,0.10104636363636371,,,0.1016323179992732,0.027928210166558075,,,0.5,0.5,0.48963618181818197,0.3989536363636363,0.0,-0.0,-0.01036381818181803,0.10104636363636371,-0.01036381818181803,0.10104636363636371,0.10157645559595997,0.1016323179992732,0.027928210166558075,0.0,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,23,bottom_left_r3,"0.150000,0.850000",bottom_left,80.79444694519043,81.39444694519042,82.39586591720581,0.6,34,58,normalised,included,58,0,0.14395741379310345,0.7716996551724137,-0.35604258620689655,-0.2716996551724137,,,0.078651634159761,0.012451024542508347,,,0.15,0.85,0.14395741379310345,0.7716996551724137,-0.35,-0.35,-0.35604258620689655,-0.2716996551724137,-0.006042586206896544,0.0783003448275863,0.07853315763540071,0.078651634159761,0.012451024542508347,0.49497474683058323,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,24,bottom_right_r3,"0.850000,0.850000",bottom_right,83.80480551719666,84.40480551719665,85.4045193195343,0.6,37,56,normalised,included,56,0,0.9177507142857143,0.7673360714285715,0.4177507142857143,-0.2673360714285715,,,0.10715658457947128,0.01386734879591449,,,0.85,0.85,0.9177507142857143,0.7673360714285715,0.35,-0.35,0.4177507142857143,-0.2673360714285715,0.06775071428571433,0.08266392857142846,0.10688070159334996,0.10715658457947128,0.01386734879591449,0.49497474683058323,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,25,inner_top_left_r3,"0.330000,0.330000",inner_top_left,86.60299396514893,87.20299396514892,88.39503240585327,0.6,37,65,normalised,included,65,0,0.3194735384615385,0.24474446153846155,-0.18052646153846152,0.2552555384615385,,,0.08593087751709691,0.022412585918942164,,,0.33,0.33,0.3194735384615385,0.24474446153846155,-0.16999999999999998,0.16999999999999998,-0.18052646153846152,0.2552555384615385,-0.01052646153846154,0.08525553846153847,0.08590292911704218,0.08593087751709691,0.022412585918942164,0.24041630560342614,,,,,,,,,,
2025_04_11/010,2025_04_11,PW78,GP3,Acc 10min,,1744352150.33839,11,26,inner_bottom_right_r3,"0.660000,0.660000",inner_bottom_right,89.40267419815063,90.00267419815063,91.00204634666443,0.6,37,56,normalised,included,56,0,0.6599164285714286,0.5735376785714286,0.15991642857142863,-0.07353767857142857,,,0.08655349511373243,0.011986870111507553,,,0.66,0.66,0.6599164285714286,0.5735376785714286,0.16000000000000003,-0.16000000000000003,0.15991642857142863,-0.07353767857142857,-8.357142857140509e-05,0.08646232142857146,0.08646236181715881,0.08655349511373243,0.011986870111507553,0.22627416997969527,,,,,,,,,,
2025_04_11/011,2025_04_11,JL98,GP3,Acc 60min,,1744353417.2034142,12,1,top_right_r1,"0.850000,0.150000",top_right,14.219417333602905,14.819417333602905,16.012449502944946,0.6,0,5,normalised,insufficient_in_bounds_samples,0,5,,,,,,,,,,,0.85,0.15,0.750538,1.620824,0.35,0.35,0.25053800000000004,-1.120824,-0.09946199999999994,-1.4708240000000001,1.4741831393758376,1.4743957124701124,0.029098092033671176,0.49497474683058323,,,,,,,,,,
