comparison_scope,date,run_id,subject_id,condition,target_id,target_x_deg,target_y_deg,gaze_x_deg,gaze_y_deg,marker_windows,visual_nearest_target_id,visual_target_error_deg,visual_qc_cutoff_deg,visual_qc_status
Calib & Acc,2025_04_12,002,MQ85,Calib & Acc,7,9.600000000000001,-5.400000000000001,2.627526010552479,-5.503155288776,3,5,6.973237020718908,6.609789983794532,target_mismatch
Calib & Acc,2025_04_12,002,MQ85,Calib & Acc,8,-21.0,-11.8125,-28.081381346423566,-8.15102286553296,3,8,7.971974446754117,6.31868568380908,robust_centroid_outlier
Calib & Acc,2025_04_12,002,MQ85,Calib & Acc,9,21.0,-11.8125,19.286915555555556,-7.91895,3,9,4.253750100358216,7.903808475534857,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,1,-21.0,11.8125,-21.075117426323676,12.637074981658964,3,1,0.8279894492778116,4.750563048246421,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,2,21.0,11.8125,18.864459661643085,12.223526474741098,3,2,2.174735685017299,5.464972727119959,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,3,-10.2,5.7375,-10.923056041552277,9.13151663264493,3,3,3.4701813989899257,5.857067376852974,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,4,9.600000000000001,5.7375,9.692882812565886,8.261631482447818,3,4,2.52583985192141,6.4998798415524215,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,5,0.0,-0.0,-4.104755607491101,3.116184447550689,3,5,5.153603022001834,9.086495530431277,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,6,-10.2,-5.400000000000001,-11.146669617014439,-2.5282810411101964,3,6,3.023731658501695,4.963861704206112,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,7,9.600000000000001,-5.400000000000001,4.856980846774193,-3.3104887915826615,3,7,5.1828841177445355,6.609789983794532,included
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,8,-21.0,-11.8125,-27.458218376928233,-9.75262860915493,3,8,6.778764987142978,6.31868568380908,robust_centroid_outlier
Calib & Acc,2025_04_12,004,NM84,Calib & Acc,9,21.0,-11.8125,22.732644291754756,-10.952132445824525,3,9,1.9344995657865187,7.903808475534857,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,1,-21.0,11.8125,-16.519779791666668,4.376094525669643,3,3,8.68173366867522,4.750563048246421,target_mismatch
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,2,21.0,11.8125,19.912725319963055,9.889446014362996,3,2,2.2091407518589232,5.464972727119959,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,3,-10.2,5.7375,-11.278300242231888,10.58910161045047,3,3,4.969986881162057,5.857067376852974,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,4,9.600000000000001,5.7375,12.602566224580016,11.16200848806366,3,4,6.200056150557299,6.4998798415524215,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,5,0.0,-0.0,-0.1599776419078428,2.031218730855,3,5,2.037508865866991,9.086495530431277,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,6,-10.2,-5.400000000000001,-8.68897967720685,-5.236174925889328,3,6,1.5198753471259672,4.963861704206112,included
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,7,9.600000000000001,-5.400000000000001,12.699102801724138,1.7230912869458128,3,4,7.768067176448577,6.609789983794532,target_mismatch
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,8,-21.0,-11.8125,-23.28739120879121,-5.709567239010989,2,8,6.5175107845870315,6.31868568380908,robust_centroid_outlier
Calib & Acc,2025_04_12,005,QZ00,Calib & Acc,9,21.0,-11.8125,24.739021866067784,-6.940312658865864,3,9,6.141538406787076,7.903808475534857,included
Calib & Acc,2025_04_12,013,SY91,Calib & Acc,1,-21.0,11.8125,-30.0,16.875,3,1,10.326127359760774,4.750563048246421,robust_centroid_outlier
Calib & Acc,2025_04_12,013,SY91,Calib & Acc,2,21.0,11.8125,-30.0,16.875,3,1,51.25064786175878,5.464972727119959,target_mismatch
