delay_s,delay_ms,subject_id,condition,target_id,marker_window_means,accuracy_median_target_error_deg,repeat_spread_median_radial_deg
0.0,0,JH71,Calib & Acc,8,3,2.631796983998963,1.0385109258972776
0.0,0,JH71,Calib & Acc,9,3,1.6683361060909163,0.17041488210676903
0.0,0,JL98,Acc 10min,1,3,0.9652817401825852,0.12529982517482452
0.0,0,JL98,Acc 10min,2,3,2.306893209237664,0.4576063823163139
0.0,0,JL98,Acc 10min,3,3,1.2598495577906546,0.5043171814671812
0.0,0,JL98,Acc 10min,4,3,8.123117379433758,0.8949163828425097
0.0,0,JL98,Acc 10min,5,3,9.621631127897018,1.8126915824108798
0.0,0,JL98,Acc 10min,6,3,7.8143244385895265,2.427120017325196
0.0,0,JL98,Acc 10min,7,3,18.224068815183873,1.6561704326459366
0.0,0,JL98,Acc 10min,8,3,2.727590235592583,1.5243497183098604
0.0,0,JL98,Acc 60min,1,3,3.320504961803521,2.5861851033834586
0.0,0,JL98,Acc 60min,2,1,1.79409993706768,0.0
0.0,0,JL98,Acc 60min,3,2,1.7599535755932232,0.2824466385610054
0.0,0,JL98,Acc 60min,4,2,2.0334110169458968,1.1920411892893512
0.0,0,JL98,Acc 60min,5,1,4.436845994117666,0.0
0.0,0,JL98,Acc 60min,6,1,4.983114090588226,0.0
0.0,0,JL98,Acc 60min,7,1,4.68591487554642,0.0
0.0,0,JL98,Acc 60min,8,1,1.8686299588153654,0.0
0.0,0,JL98,Acc 60min,9,2,2.0125288938735526,0.7343042403824915
0.0,0,JL98,Calib & Acc,1,2,1.0559313790156213,0.4667987726199756
0.0,0,JL98,Calib & Acc,2,2,1.6967798070513453,0.7024878528627849
0.0,0,JL98,Calib & Acc,3,3,1.459304430273359,0.7204931923974275
0.0,0,JL98,Calib & Acc,4,3,3.2470082161798777,1.094799911006447
0.0,0,JL98,Calib & Acc,5,3,5.995904049195922,2.3586088827724714
0.0,0,JL98,Calib & Acc,6,3,6.08414371646136,0.3569783333333332
0.0,0,JL98,Calib & Acc,7,3,9.964612045915283,4.596844674871285
0.0,0,JL98,Calib & Acc,8,3,2.658847118247156,0.7188384236453196
0.0,0,JL98,Calib & Acc,9,3,5.311644985125668,0.1262366724308297
0.0,0,LW03,Acc 10min,1,3,3.4293710972215288,0.5785502679222054
0.0,0,LW03,Acc 10min,2,3,2.740337205964366,3.4798820667031194
0.0,0,LW03,Acc 10min,3,3,4.374955144428541,0.7192562359904731
0.0,0,LW03,Acc 10min,4,3,1.9585583495975414,0.47051243010251564
0.0,0,LW03,Acc 10min,5,3,2.367767674373296,0.3413884563044697
0.0,0,LW03,Acc 10min,6,3,1.0705426944857643,0.37973252538657865
0.0,0,LW03,Acc 10min,7,3,0.7844301635164816,0.3517280980603452
0.0,0,LW03,Acc 10min,8,3,1.8572627755988342,1.3870542133522255
0.0,0,LW03,Acc 10min,9,3,0.6710797358275512,0.3705982008348242
0.0,0,LW03,Acc 60min,1,1,22.132389219680395,0.0
0.0,0,LW03,Acc 60min,2,3,3.3189413769416274,0.9846024314753916
0.0,0,LW03,Acc 60min,3,3,6.120133819663836,0.5140606095457159
0.0,0,LW03,Acc 60min,4,3,5.106047146495735,2.5741082277309197
0.0,0,LW03,Acc 60min,5,3,10.375509162148772,0.5503769694397285
0.0,0,LW03,Acc 60min,6,3,6.652374544977913,0.5283177881412393
0.0,0,LW03,Acc 60min,7,3,21.142233268523004,0.6859519764439176
0.0,0,LW03,Acc 60min,8,2,5.078100647402685,0.5509461757492291
0.0,0,LW03,Calib & Acc,1,2,1.4258239522231047,0.9554043786681454
0.0,0,LW03,Calib & Acc,2,3,2.1430413783746296,1.9851354883181351
0.0,0,LW03,Calib & Acc,3,3,1.9371115113722086,1.803543060049598
0.0,0,LW03,Calib & Acc,4,3,1.3152233457846736,0.4422522713250171
0.0,0,LW03,Calib & Acc,5,3,2.1616553322420082,0.25766049485283016
0.0,0,LW03,Calib & Acc,6,3,0.7950984864310839,0.38480127222398786
0.0,0,LW03,Calib & Acc,7,3,1.1232674678304486,0.30686728110599226
0.0,0,LW03,Calib & Acc,8,3,1.6276180222543855,0.2287708509818991
0.0,0,LW03,Calib & Acc,9,3,0.42519075156060604,0.5765235412120678
0.0,0,MQ85,Acc 10min,1,2,1.7971568886988794,0.7294808446808632
0.0,0,MQ85,Acc 10min,2,1,2.839179987226329,0.0
0.0,0,MQ85,Acc 10min,3,2,3.9796085745211096,0.3214574549874068
0.0,0,MQ85,Acc 10min,4,2,4.18247328403836,0.7745036116603244
0.0,0,MQ85,Acc 10min,5,2,11.627987326266176,5.7042916344881816
0.0,0,MQ85,Acc 10min,6,2,1.7253983856202346,1.5557496734446399
0.0,0,MQ85,Acc 10min,7,1,1.3523228085361412,0.0
0.0,0,MQ85,Acc 10min,8,3,9.573376022718083,0.19106809179869622
0.0,0,MQ85,Acc 10min,9,2,10.991596442696302,9.447712089515411
0.0,0,MQ85,Acc 60min,1,3,4.41657943888184,0.23034080209241736
0.0,0,MQ85,Acc 60min,2,3,4.620619658079369,0.04515798741836469
0.0,0,MQ85,Acc 60min,3,3,1.9597857065651059,0.16879023437499985
0.0,0,MQ85,Acc 60min,4,3,2.4831088724980126,0.4392562877942297
0.0,0,MQ85,Acc 60min,5,3,3.9309923923104684,0.7056861928908067
0.0,0,MQ85,Acc 60min,6,2,2.3800148913735186,0.8613002068939735
0.0,0,MQ85,Acc 60min,7,3,6.839799219940711,3.0168269999999993
0.0,0,MQ85,Acc 60min,8,3,3.486191625031226,0.5391229689689311
0.0,0,MQ85,Acc 60min,9,3,2.4523458574650623,0.5373097560975566
0.0,0,MQ85,Calib & Acc,1,3,1.1570037651057778,0.3620690440859505
0.0,0,MQ85,Calib & Acc,2,3,2.0730139241818413,1.0924319670452052
0.0,0,MQ85,Calib & Acc,3,3,2.8039620569408354,0.09073564914726327
0.0,0,MQ85,Calib & Acc,4,3,6.31843618592301,2.203217338317325
0.0,0,MQ85,Calib & Acc,5,3,9.072032302132538,0.38658457792207734
0.0,0,MQ85,Calib & Acc,6,3,1.3920155796835156,0.599854017857143
0.0,0,MQ85,Calib & Acc,7,3,6.9747793512216285,1.6133714966654011
0.0,0,MQ85,Calib & Acc,8,3,7.281161028087784,0.5992344624860007
0.0,0,MQ85,Calib & Acc,9,3,5.506845620539615,1.8821601063829796
0.0,0,NM84,Acc 10min,1,3,4.313229026944422,0.3930279583854821
0.0,0,NM84,Acc 10min,2,3,5.56649702263621,0.3742383344114956
0.0,0,NM84,Acc 10min,3,3,2.757242233894066,0.8405810567874853
0.0,0,NM84,Acc 10min,4,3,2.1897065415618324,0.5156105882352957
0.0,0,NM84,Acc 10min,5,3,3.448932549704286,1.3787445632798572
0.0,0,NM84,Acc 10min,6,3,1.002435889221849,0.7981376575240926
0.0,0,NM84,Acc 10min,7,3,2.184538528019221,0.8906465620041236
0.0,0,NM84,Acc 10min,8,3,3.885447138705775,5.11030965721872
0.0,0,NM84,Acc 10min,9,3,6.55867672062378,0.7142317512274978
0.0,0,NM84,Acc 60min,3,3,9.315803841003442,0.2904701382886774
0.0,0,NM84,Acc 60min,4,3,9.394156679868665,0.8172560211615341
0.0,0,NM84,Acc 60min,5,3,9.243041095551412,0.7012938565517914
0.0,0,NM84,Acc 60min,6,3,8.332004201403057,0.3809857835931458
0.0,0,NM84,Acc 60min,7,3,8.518876519924673,1.9950990042372903
0.0,0,NM84,Acc 60min,8,3,6.99511236849809,0.1920171874999994
0.0,0,NM84,Acc 60min,9,3,7.330851737162065,0.29885394202826954
0.0,0,NM84,Calib & Acc,1,3,0.8872338294395457,0.2417420200843344
0.0,0,NM84,Calib & Acc,2,3,2.65587660350593,1.532370737556518
0.0,0,NM84,Calib & Acc,3,3,3.4927619999928705,0.3827581482087664
0.0,0,NM84,Calib & Acc,4,3,2.6168428277468694,0.6625201680257498
0.0,0,NM84,Calib & Acc,5,3,4.628759104151072,2.249908922317638
0.0,0,NM84,Calib & Acc,6,3,3.190296782356011,1.8543769522362097
0.0,0,NM84,Calib & Acc,7,3,5.5588590948398755,0.6447251953124997
0.0,0,NM84,Calib & Acc,8,3,6.066136170219024,0.7168794354619696
0.0,0,NM84,Calib & Acc,9,3,2.02758041427534,0.5145776641962669
0.0,0,PW78,Acc 10min,1,3,1.4438857612134963,0.2954011904761913
0.0,0,PW78,Acc 10min,2,3,3.3578145840625266,1.7021089624297758
0.0,0,PW78,Acc 10min,3,3,2.9933808097192567,0.22197429667519053
0.0,0,PW78,Acc 10min,4,3,3.6074976738399043,0.6791743336424729
0.0,0,PW78,Acc 10min,5,3,3.307672621490467,0.6577053124189471
0.0,0,PW78,Acc 10min,6,3,2.6669472788087054,1.034848509598817
0.0,0,PW78,Acc 10min,7,3,2.797394931023028,1.5955538375973304
0.0,0,PW78,Acc 10min,8,3,2.976918755309553,0.6202585428961377
0.0,0,PW78,Acc 10min,9,3,4.5163547920888325,1.0515355023675657
0.0,0,PW78,Acc 60min,1,3,1.242253370708425,0.3367975915583286
0.0,0,PW78,Acc 60min,2,3,1.3898452145832636,0.8974951630434767
0.0,0,PW78,Acc 60min,3,3,1.695283173673779,0.34858882098138366
0.0,0,PW78,Acc 60min,4,3,2.7683733708605485,0.2604597471910104
0.0,0,PW78,Acc 60min,5,3,2.6649856474414677,1.0737865642578683
0.0,0,PW78,Acc 60min,6,3,3.2098538025821974,0.31543462912087916
0.0,0,PW78,Acc 60min,7,3,3.2946186445105488,0.2704078430980677
0.0,0,PW78,Acc 60min,8,3,2.824581899000723,0.2938066807855222
0.0,0,PW78,Acc 60min,9,3,3.0183016487803043,0.7534921669382122
0.0,0,PW78,Calib & Acc,1,3,0.9292384470244297,0.5514600886644467
0.0,0,PW78,Calib & Acc,2,3,1.5844627332804941,0.5415443726285122
0.0,0,PW78,Calib & Acc,3,3,1.8849395406166218,0.36851814811020683
0.0,0,PW78,Calib & Acc,4,3,2.4730359389377146,0.5576582478883045
0.0,0,PW78,Calib & Acc,5,3,1.9036401505234344,0.27581100059868546
0.0,0,PW78,Calib & Acc,6,3,1.8012112928461688,0.4024730700502878
0.0,0,PW78,Calib & Acc,7,3,2.0917355577275103,0.1399178571428572
0.0,0,PW78,Calib & Acc,8,3,1.7430035166651061,0.24711974498175612
0.0,0,PW78,Calib & Acc,9,3,1.8016036438024818,0.7091449682858926
0.0,0,QZ00,Acc 10min,1,3,1.1456631977017069,1.5308950915268218
0.0,0,QZ00,Acc 10min,2,3,4.799405292561077,0.5413545468533627
0.0,0,QZ00,Acc 10min,3,3,1.0159145251336625,0.16646651080394353
0.0,0,QZ00,Acc 10min,4,3,2.1994043014381326,0.6152707596799283
0.0,0,QZ00,Acc 10min,5,3,1.2515534730657905,0.5559897988041369
0.0,0,QZ00,Acc 10min,6,3,3.1831395672157083,0.9636728534452983
0.0,0,QZ00,Acc 10min,7,3,5.286348832054358,1.0020190080295979
0.0,0,QZ00,Acc 10min,8,3,2.477148759631488,0.42165120914674326
0.0,0,QZ00,Acc 10min,9,3,4.044233844523368,1.3152660153061237
0.0,0,QZ00,Acc 60min,1,3,10.326127359760774,0.0
0.0,0,QZ00,Acc 60min,2,3,51.25064786175878,0.0
0.0,0,QZ00,Acc 60min,3,2,22.7174801914737,0.0
0.0,0,QZ00,Acc 60min,4,3,41.13640609302179,0.0
0.0,0,QZ00,Acc 60min,5,3,34.42042453253591,0.0
0.0,0,QZ00,Acc 60min,6,3,29.80294658251093,0.0
0.0,0,QZ00,Acc 60min,7,3,45.4349603829474,0.0
0.0,0,QZ00,Acc 60min,8,3,30.066138033508725,0.0
0.0,0,QZ00,Acc 60min,9,3,58.51472170531105,0.0
0.0,0,QZ00,Calib & Acc,1,3,2.5410115832021303,2.261725248627514
0.0,0,QZ00,Calib & Acc,2,3,1.8711566807784388,3.347211173033128
0.0,0,QZ00,Calib & Acc,3,3,5.1759634242628465,0.959048811462063
0.0,0,QZ00,Calib & Acc,4,3,4.653662136695933,0.5707483484120132
0.0,0,QZ00,Calib & Acc,5,3,1.77957721563532,1.3262279220779223
0.0,0,QZ00,Calib & Acc,6,3,1.8160778220032663,0.6695817026121218
0.0,0,QZ00,Calib & Acc,7,3,7.062855218658144,3.7173068001441956
0.0,0,QZ00,Calib & Acc,8,2,7.144894890077023,3.9142871337892284
0.0,0,QZ00,Calib & Acc,9,3,5.022590598606457,0.8798433238636356
0.0,0,RB76,Acc 10min,1,3,1.1555131059776251,0.4871995832292715
0.0,0,RB76,Acc 10min,2,3,3.4655143857364465,1.1621208913043475
0.0,0,RB76,Acc 10min,3,3,2.481178837341633,0.19051223684210505
0.0,0,RB76,Acc 10min,4,3,2.0661104526714063,0.2905360337243401
0.0,0,RB76,Acc 10min,5,3,3.1704635631034206,0.057583477229601776
0.0,0,RB76,Acc 10min,6,3,2.5282445629082515,0.6954840992172878
0.0,0,RB76,Acc 10min,7,3,3.7771418190507,0.3720924732730264
0.0,0,RB76,Acc 10min,8,3,1.129249355780815,0.5343115429115236
0.0,0,RB76,Acc 10min,9,3,2.550022386412927,0.48704502878289446
0.0,0,RB76,Calib & Acc,1,3,0.9211059761619484,0.7207923076923066
0.0,0,RB76,Calib & Acc,2,3,2.060250401284532,0.6709553273671913
0.0,0,RB76,Calib & Acc,3,3,2.653821140612201,0.16343626736077127
0.0,0,RB76,Calib & Acc,4,3,4.153971542251618,0.3951311770943775
0.0,0,RB76,Calib & Acc,5,3,1.370341451659731,0.6910290092719782
0.0,0,RB76,Calib & Acc,6,3,1.3496229405049236,0.6128422246714926
0.0,0,RB76,Calib & Acc,7,3,2.084697507991164,0.4117382056451615
0.0,0,RB76,Calib & Acc,8,3,2.2631564612867567,1.3544297711670517
0.0,0,RB76,Calib & Acc,9,3,2.3133611947835138,0.6478528440437468
0.0,0,SS73,Acc 10min,1,3,1.1306355177369263,1.4921212335099034
0.0,0,SS73,Acc 10min,2,3,3.4275183968135225,1.418414686676256
0.0,0,SS73,Acc 10min,3,3,3.754802672723317,0.5528437765205094
0.0,0,SS73,Acc 10min,4,3,3.9754175971956967,0.2575309552289813
0.0,0,SS73,Acc 10min,5,3,1.3433956529712632,0.792485279443324
0.0,0,SS73,Acc 10min,6,3,0.7380981515444605,0.08269402204502718
0.0,0,SS73,Acc 10min,7,3,0.6694834835997905,0.2463478151801172
0.0,0,SS73,Acc 10min,8,3,0.49542309133428447,0.6809013750530679
0.0,0,SS73,Acc 10min,9,3,1.2075261432090014,0.4399117788461542
0.0,0,SS73,Acc 60min,1,3,3.519796113086698,0.5550227824907362
0.0,0,SS73,Acc 60min,2,3,3.1668224700553695,0.25689082698889976
0.0,0,SS73,Acc 60min,3,3,4.199757967746905,0.7014505643725851
0.0,0,SS73,Acc 60min,4,3,2.5020868978986033,0.18505098572762685
0.0,0,SS73,Acc 60min,5,3,3.489360290498142,0.5748741978609623
0.0,0,SS73,Acc 60min,6,3,5.376023116797425,0.5842609321853064
0.0,0,SS73,Acc 60min,7,3,5.363708092655731,0.6022645245363943
0.0,0,SS73,Acc 60min,8,2,12.649655677858647,8.981665036392688
0.0,0,SS73,Acc 60min,9,2,4.605757949975449,0.8459897677460122
0.0,0,SS73,Calib & Acc,1,3,0.5805557254154641,0.831999379887381
0.0,0,SS73,Calib & Acc,2,3,2.9269590778817256,0.3337198504672898
0.0,0,SS73,Calib & Acc,3,3,2.523539993523468,0.340266287878789
0.0,0,SS73,Calib & Acc,4,3,3.309533902270976,0.28804614287194025
0.0,0,SS73,Calib & Acc,5,3,1.7434552990870924,0.039036117183657286
0.0,0,SS73,Calib & Acc,6,3,1.9866942188174508,0.5792584739857893
0.0,0,SS73,Calib & Acc,7,3,1.75777952293381,1.1589880788177345
0.0,0,SS73,Calib & Acc,8,3,1.5276870393573982,1.6373637205880105
0.0,0,SS73,Calib & Acc,9,3,0.2058244206092674,0.15955994318181865
0.0,0,SY91,Acc 10min,1,3,3.438926949265002,0.6391622400797916
0.0,0,SY91,Acc 10min,2,2,7.714754789854046,0.9367824476940563
0.0,0,SY91,Acc 10min,3,3,7.5017214231476945,1.0337040335254049
0.0,0,SY91,Acc 10min,4,3,6.0311415629739,0.6432826013513502
0.0,0,SY91,Acc 10min,5,3,7.492821515926754,0.10152351050653535
0.0,0,SY91,Acc 10min,6,3,6.256194297232523,1.595924133504493
0.0,0,SY91,Acc 10min,7,3,7.691862316426013,0.46771834757014713
0.0,0,SY91,Acc 10min,8,3,6.817589270650713,0.6399206315789456
0.0,0,SY91,Acc 10min,9,3,8.3462419017533,0.4103625000000002
0.0,0,SY91,Acc 60min,1,2,5.070521396566779,0.3920078203466273
0.0,0,SY91,Acc 60min,2,2,6.615189991370832,2.3225031132096445
0.0,0,SY91,Acc 60min,3,3,8.281792712586725,1.2525389453829767
0.0,0,SY91,Acc 60min,4,3,8.355263875362128,0.47899360131255175
0.0,0,SY91,Acc 60min,5,3,9.48524811646875,0.765543099174104
0.0,0,SY91,Acc 60min,6,3,8.597563766535336,0.23453114458055768
0.0,0,SY91,Acc 60min,7,3,10.169662725932177,0.2938767058823526
0.0,0,SY91,Acc 60min,8,3,8.157678872066079,0.5013796474358969
0.0,0,SY91,Acc 60min,9,3,10.528546208175927,0.3922654368364948
0.0,0,SY91,Calib & Acc,1,3,10.326127359760774,0.0
0.0,0,SY91,Calib & Acc,2,3,51.25064786175878,0.0
0.0,0,SY91,Calib & Acc,3,3,22.7174801914737,0.0
0.0,0,SY91,Calib & Acc,4,3,41.13640609302179,0.0
0.0,0,SY91,Calib & Acc,5,3,34.42042453253591,0.0
0.0,0,SY91,Calib & Acc,6,3,29.80294658251093,0.0
0.0,0,SY91,Calib & Acc,7,3,45.4349603829474,0.0
0.0,0,SY91,Calib & Acc,8,3,30.066138033508725,0.0
0.0,0,SY91,Calib & Acc,9,3,58.51472170531105,0.0
0.0,0,YR00,Acc 10min,1,3,1.9086095859715282,1.0061195545525905
0.0,0,YR00,Acc 10min,2,3,3.510942534128852,1.4032842903575329
0.0,0,YR00,Acc 10min,3,3,1.5670605329670155,0.2511447303149508
0.0,0,YR00,Acc 10min,4,3,2.5004721943044674,0.3177818181818157
0.0,0,YR00,Acc 10min,5,3,2.8427444434063274,1.2087426895762179
0.0,0,YR00,Acc 10min,6,3,1.689709083270044,1.9088856554819482
0.0,0,YR00,Acc 10min,7,3,2.182474750109837,0.5506909090909096
0.0,0,YR00,Acc 10min,8,3,5.336851104491662,1.5829992339170147
0.0,0,YR00,Acc 10min,9,3,2.846697005013749,0.6891324836087207
0.0,0,YR00,Acc 60min,1,3,7.7942503303061414,0.6553695080862534
0.0,0,YR00,Acc 60min,2,2,5.442458762205593,0.3190401026675588
0.0,0,YR00,Acc 60min,3,3,3.002641809308968,0.15622690664312766
0.0,0,YR00,Acc 60min,4,3,1.7916139365722674,0.27585401785714314
0.0,0,YR00,Acc 60min,5,3,4.721327392981905,1.774745959104187
0.0,0,YR00,Acc 60min,6,3,2.8194147485636414,0.21172545112667382
0.0,0,YR00,Acc 60min,7,3,4.776001721276997,3.973320730203106
0.0,0,YR00,Acc 60min,8,3,7.083813280606423,0.5994576954732991
0.0,0,YR00,Acc 60min,9,3,1.1427721500430688,0.3225839673913029
0.0,0,YR00,Calib & Acc,1,3,1.788286303646662,0.933510087209303
0.0,0,YR00,Calib & Acc,2,3,4.95299896813076,3.055930054638044
0.0,0,YR00,Calib & Acc,3,3,2.929476228239809,2.0629796187683294
0.0,0,YR00,Calib & Acc,4,3,3.20143146426517,1.5770639837377405
0.0,0,YR00,Calib & Acc,5,3,3.5748902459387937,0.39823057065217404
0.0,0,YR00,Calib & Acc,6,3,2.7207847518277126,3.4169040777217
0.0,0,YR00,Calib & Acc,7,2,2.228476266360458,2.210942410248799
0.0,0,YR00,Calib & Acc,8,2,3.2603156943815863,1.933463637875991
0.0,0,YR00,Calib & Acc,9,3,2.957737340119733,0.7509182142857131
0.01,10,AW75,Acc 10min,1,3,2.2632104230671053,0.8188054876294597
0.01,10,AW75,Acc 10min,2,3,2.2179337398879695,0.7667051171580374
0.01,10,AW75,Acc 10min,3,3,1.8091939709192641,0.2527512063699364
0.01,10,AW75,Acc 10min,4,3,2.9987071301764674,2.2580831951894456
0.01,10,AW75,Acc 10min,5,3,1.8504232900113546,0.9694719112275234
0.01,10,AW75,Acc 10min,6,3,2.7759708909981624,0.812935048328876
0.01,10,AW75,Acc 10min,7,3,2.493996091165896,1.1298040697674416
0.01,10,AW75,Acc 10min,8,3,9.01086940578543,7.891784242424244
0.01,10,AW75,Acc 10min,9,3,2.934705529977183,3.838734104590027
0.01,10,AW75,Acc 60min,1,3,3.7983510981856017,2.85580098587667
0.01,10,AW75,Acc 60min,2,3,2.3871858685123195,1.1978993062801409
0.01,10,AW75,Acc 60min,3,3,2.416496760318461,0.3564066332345579
0.01,10,AW75,Acc 60min,4,3,3.9475140041857633,1.3389529736842114
0.01,10,AW75,Acc 60min,5,3,4.038618347276916,3.7940294508815486
0.01,10,AW75,Acc 60min,6,3,2.563156997867299,1.4592761548070967
0.01,10,AW75,Acc 60min,7,3,2.82904070073211,0.6482210669077766
0.01,10,AW75,Acc 60min,8,3,3.5392059681372907,1.9799191026687482
0.01,10,AW75,Acc 60min,9,3,1.4714638427241231,2.0263946259973227
0.01,10,AW75,Calib & Acc,1,3,1.7319181137377664,1.065425900852878
