delay_s,delay_ms,subject_id,condition,target_id,marker_window_means,accuracy_median_target_error_deg,repeat_spread_median_radial_deg
0.02,20,SS73,Acc 60min,6,3,5.31698756523167,0.5314204545454544
0.02,20,SS73,Acc 60min,7,3,5.363708092655731,0.6925819682298768
0.02,20,SS73,Acc 60min,8,2,11.887570019232358,8.540458741305631
0.02,20,SS73,Acc 60min,9,2,4.820944484095554,1.0520105096600179
0.02,20,SS73,Calib & Acc,1,3,0.5805557254154641,0.6244729465245097
0.02,20,SS73,Calib & Acc,2,3,3.0080385028731618,0.30549891891892145
0.02,20,SS73,Calib & Acc,3,3,2.523539993523468,0.31312743652743613
0.02,20,SS73,Calib & Acc,4,3,3.317437216142038,0.2805041811413741
0.02,20,SS73,Calib & Acc,5,3,1.7434552990870924,0.0614634984123108
0.02,20,SS73,Calib & Acc,6,3,1.984728102044714,0.44872829140924647
0.02,20,SS73,Calib & Acc,7,3,1.6714194592960305,1.1674588652188334
0.02,20,SS73,Calib & Acc,8,3,1.5712533223117628,1.615658373626374
0.02,20,SS73,Calib & Acc,9,3,0.30234640385648415,0.18819511143931322
0.02,20,SY91,Acc 10min,1,3,3.4596105979208724,0.5106344336442199
0.02,20,SY91,Acc 10min,2,2,7.511161072411527,1.2709103001652486
0.02,20,SY91,Acc 10min,3,3,7.549794674600141,0.9348683557760449
0.02,20,SY91,Acc 10min,4,3,6.0311415629739,0.6260058156370665
0.02,20,SY91,Acc 10min,5,3,7.432432402372349,0.10728962312511929
0.02,20,SY91,Acc 10min,6,3,6.256194297232523,1.6321224171539939
0.02,20,SY91,Acc 10min,7,3,7.682668729283185,0.5286209370541393
0.02,20,SY91,Acc 10min,8,3,6.829615883745822,0.6905977740418244
0.02,20,SY91,Acc 10min,9,3,8.3462419017533,0.4747067010309274
0.02,20,SY91,Acc 60min,1,2,5.032514908219977,0.28765951878697804
0.02,20,SY91,Acc 60min,2,2,6.083207230636903,1.492016702937383
0.02,20,SY91,Acc 60min,3,3,8.281792712586725,1.2525389453829767
0.02,20,SY91,Acc 60min,4,3,8.227423715161898,0.39088823529411876
0.02,20,SY91,Acc 60min,5,3,9.488053647418779,0.763674814365438
0.02,20,SY91,Acc 60min,6,3,8.624167778809362,0.280435948530547
0.02,20,SY91,Acc 60min,7,3,10.169662725932177,0.19854525301204795
0.02,20,SY91,Acc 60min,8,3,8.160322126194018,0.6035609210526331
0.02,20,SY91,Acc 60min,9,3,10.528546208175927,0.3164148925999372
0.02,20,SY91,Calib & Acc,1,3,10.326127359760774,0.0
0.02,20,SY91,Calib & Acc,2,3,51.25064786175878,0.0
0.02,20,SY91,Calib & Acc,3,3,22.7174801914737,0.0
0.02,20,SY91,Calib & Acc,4,3,41.13640609302179,0.0
0.02,20,SY91,Calib & Acc,5,3,34.42042453253591,0.0
0.02,20,SY91,Calib & Acc,6,3,29.80294658251093,0.0
0.02,20,SY91,Calib & Acc,7,3,45.4349603829474,0.0
0.02,20,SY91,Calib & Acc,8,3,30.066138033508725,0.0
0.02,20,SY91,Calib & Acc,9,3,58.51472170531105,0.0
0.02,20,YR00,Acc 10min,1,3,1.9086095859715282,1.0039272247082813
0.02,20,YR00,Acc 10min,2,3,3.510942534128852,1.287599340659341
0.02,20,YR00,Acc 10min,3,3,1.4978089847433003,0.25017488446498426
0.02,20,YR00,Acc 10min,4,3,2.576569965662045,0.22822406900904468
0.02,20,YR00,Acc 10min,5,3,2.8427444434063274,1.2095534769799947
0.02,20,YR00,Acc 10min,6,3,1.7181784485859197,1.9600129462497098
0.02,20,YR00,Acc 10min,7,3,2.1910689661087486,0.4661327742978374
0.02,20,YR00,Acc 10min,8,3,5.336851104491662,1.5621164044401539
0.02,20,YR00,Acc 10min,9,3,2.846697005013749,0.6483147025575952
0.02,20,YR00,Acc 60min,1,3,6.738809755971412,1.3430435329416015
0.02,20,YR00,Acc 60min,2,2,5.383555567730362,0.29593053303436945
0.02,20,YR00,Acc 60min,3,3,3.002641809308968,0.14632298785329886
0.02,20,YR00,Acc 60min,4,3,1.7916139365722674,0.2877513376088635
0.02,20,YR00,Acc 60min,5,3,4.721327392981905,1.6305979020979022
0.02,20,YR00,Acc 60min,6,3,2.8293741038014795,0.2653127707816338
0.02,20,YR00,Acc 60min,7,3,4.776001721276997,3.9488442084989495
0.02,20,YR00,Acc 60min,8,3,7.083813280606423,0.6053708969531835
0.02,20,YR00,Acc 60min,9,3,1.1705119610466048,0.3522939727130199
0.02,20,YR00,Calib & Acc,1,3,1.7909998341004718,0.8964642857142842
0.02,20,YR00,Calib & Acc,2,3,4.95299896813076,2.7012621640883476
0.02,20,YR00,Calib & Acc,3,3,2.929476228239809,2.1347365612648215
0.02,20,YR00,Calib & Acc,4,3,3.20143146426517,1.4952003006565324
0.02,20,YR00,Calib & Acc,5,3,3.524678591812576,0.46967481617647056
0.02,20,YR00,Calib & Acc,6,3,2.4928332097240666,3.243441325816445
0.02,20,YR00,Calib & Acc,7,2,2.3864428925843377,2.3861963269394986
0.02,20,YR00,Calib & Acc,8,2,3.2952915468221105,1.985404259081026
0.02,20,YR00,Calib & Acc,9,3,2.8666129366630484,0.6296757338722548
0.03,30,AW75,Acc 10min,1,3,2.2632104230671053,0.8772601702313381
0.03,30,AW75,Acc 10min,2,3,2.2179337398879695,0.5237112139009106
0.03,30,AW75,Acc 10min,3,3,1.8270508291512222,0.20890662798301116
0.03,30,AW75,Acc 10min,4,3,3.0284644646030165,2.3076576105432416
0.03,30,AW75,Acc 10min,5,3,1.9798123116859174,0.8059516115954656
0.03,30,AW75,Acc 10min,6,3,2.774761034408433,0.7671209671058477
0.03,30,AW75,Acc 10min,7,3,2.4549658021700114,1.1711166765327463
0.03,30,AW75,Acc 10min,8,3,8.957546821992874,7.894125417439705
0.03,30,AW75,Acc 10min,9,3,3.0453159257151086,3.9230019956435283
0.03,30,AW75,Acc 60min,1,3,3.7983510981856017,2.715821509311998
0.03,30,AW75,Acc 60min,2,3,2.4870185904265134,1.2366286862572065
0.03,30,AW75,Acc 60min,3,3,2.4740493305079077,0.36002976939203357
0.03,30,AW75,Acc 60min,4,3,3.9475140041857633,1.3724706380677727
0.03,30,AW75,Acc 60min,5,3,4.007897806017628,3.734813426166745
0.03,30,AW75,Acc 60min,6,3,2.5756559828083287,1.4359909048073556
0.03,30,AW75,Acc 60min,7,3,2.82904070073211,0.686241196777905
0.03,30,AW75,Acc 60min,8,3,3.6016230205699897,1.9774654174748991
0.03,30,AW75,Acc 60min,9,3,1.6213130375547267,2.090754750735075
0.03,30,AW75,Calib & Acc,1,3,1.7319181137377664,1.0468331006493514
0.03,30,AW75,Calib & Acc,2,3,0.9577045774647513,0.6166739346499148
0.03,30,AW75,Calib & Acc,3,3,1.453376741805367,0.48910049064385813
0.03,30,AW75,Calib & Acc,4,3,1.4829097006697787,0.7492071996968557
0.03,30,AW75,Calib & Acc,5,3,6.959394890413926,1.5448512312788019
0.03,30,AW75,Calib & Acc,6,1,8.384218878381375,0.0
0.03,30,AW75,Calib & Acc,7,3,4.01405411209745,0.5377466911764728
0.03,30,AW75,Calib & Acc,9,3,3.3784318951203716,0.7271109075914677
0.03,30,CL98,Acc 10min,1,1,18.87268679256944,0.0
0.03,30,CL98,Acc 10min,5,1,8.259481073954728,0.0
0.03,30,CL98,Acc 10min,7,1,1.3196475941911123,0.0
0.03,30,CL98,Acc 10min,8,1,23.848529982489488,0.0
0.03,30,CL98,Acc 60min,1,3,2.244469353955751,1.2171975852272734
0.03,30,CL98,Acc 60min,2,3,2.0603111242945937,1.2247037821732119
0.03,30,CL98,Acc 60min,3,2,3.6398197850354377,1.276886993580114
0.03,30,CL98,Acc 60min,4,3,6.232102579623668,1.4777526774660958
0.03,30,CL98,Acc 60min,5,3,12.942958462793676,0.36805755142935426
0.03,30,CL98,Acc 60min,6,3,10.267732610818026,0.5345242105263159
0.03,30,CL98,Acc 60min,7,2,19.71677809456044,1.294925493584104
0.03,30,CL98,Acc 60min,8,3,7.364973045390358,5.794478134288156
0.03,30,CL98,Calib & Acc,1,3,5.264194281344321,3.5909376832370343
0.03,30,CL98,Calib & Acc,2,2,4.176522767858293,1.1874601176437996
0.03,30,CL98,Calib & Acc,3,2,0.8283395755581594,0.8091366054715465
0.03,30,CL98,Calib & Acc,4,1,2.803159618484467,0.0
0.03,30,CL98,Calib & Acc,5,2,3.821263552237137,1.0450105598413753
0.03,30,CL98,Calib & Acc,6,3,18.71028705384191,4.172014076086958
0.03,30,CL98,Calib & Acc,7,2,0.5325136472574099,0.4720248759429497
0.03,30,CL98,Calib & Acc,8,3,2.720855738129419,0.701597727272727
0.03,30,CL98,Calib & Acc,9,1,6.416713284061882,0.0
0.03,30,CL98test,Calib & Acc,1,3,3.1922004795507664,0.47005831974909223
0.03,30,CL98test,Calib & Acc,2,3,3.410220540999586,2.202699923151224
0.03,30,CL98test,Calib & Acc,3,3,3.3917887526866357,0.6793614792603734
0.03,30,CL98test,Calib & Acc,4,3,3.937547143137224,1.8863247125584728
0.03,30,CL98test,Calib & Acc,5,3,1.0316545552261216,0.617450128701832
0.03,30,CL98test,Calib & Acc,6,3,2.1115550937925707,0.71474359298531
0.03,30,CL98test,Calib & Acc,7,3,1.2537740362147214,0.575000667432815
0.03,30,CL98test,Calib & Acc,8,3,2.3351607414465967,0.0997554034126793
0.03,30,CL98test,Calib & Acc,9,3,0.9390758998384624,0.18863716575386746
0.03,30,JH71,Acc 10min,1,3,2.6797644677115926,0.9674750087311776
0.03,30,JH71,Acc 10min,2,3,2.239068391063789,0.25074446428571306
0.03,30,JH71,Acc 10min,3,3,2.1774715988582836,0.34469192478351757
0.03,30,JH71,Acc 10min,4,3,2.5999842653172625,0.3791673883271351
0.03,30,JH71,Acc 10min,5,3,1.973486665175369,0.21098791139240491
0.03,30,JH71,Acc 10min,6,3,1.7949163367961096,0.6025106250000007
0.03,30,JH71,Acc 10min,7,3,2.060179787440712,0.2984605215281988
0.03,30,JH71,Acc 10min,8,3,2.04743415050378,0.3748522411009956
0.03,30,JH71,Acc 10min,9,3,0.411738795515757,0.3646132941176461
0.03,30,JH71,Acc 60min,1,3,2.823391083015484,0.6275248370149192
0.03,30,JH71,Acc 60min,2,3,2.280900317356344,0.6527153439153466
0.03,30,JH71,Acc 60min,3,3,0.5530678130954527,0.7719463386689286
0.03,30,JH71,Acc 60min,4,3,2.8299931308248034,1.249387234042553
0.03,30,JH71,Acc 60min,5,3,1.4168888998204288,0.6812774902516839
0.03,30,JH71,Acc 60min,6,3,1.0439434314587865,0.4445055853109174
0.03,30,JH71,Acc 60min,7,3,1.476130497706884,0.5565700431034486
0.03,30,JH71,Acc 60min,8,3,1.8741647709518001,1.235567023172905
0.03,30,JH71,Acc 60min,9,3,1.6935234962720815,0.8920604917004347
0.03,30,JH71,Calib & Acc,1,3,2.660560333486692,0.9262406026962751
0.03,30,JH71,Calib & Acc,2,3,1.451071849685348,0.3124885430926316
0.03,30,JH71,Calib & Acc,3,3,2.7879678284314844,0.021848367078347124
0.03,30,JH71,Calib & Acc,4,3,3.2319780242598815,0.39452701048951155
0.03,30,JH71,Calib & Acc,5,3,2.9181708558777903,0.5969043071161049
0.03,30,JH71,Calib & Acc,6,3,1.9642751249103005,0.1415979591836738
0.03,30,JH71,Calib & Acc,7,3,2.143923366178337,0.5747306315143161
0.03,30,JH71,Calib & Acc,8,3,2.7208595832486817,1.0937459569378003
0.03,30,JH71,Calib & Acc,9,3,1.6579137163329747,0.22951577319587813
0.03,30,JL98,Acc 10min,1,3,1.0114813638390159,0.12446159348225194
0.03,30,JL98,Acc 10min,2,3,2.310744001821148,0.4542988372093042
0.03,30,JL98,Acc 10min,3,3,1.2821858657991156,0.4653843969261615
0.03,30,JL98,Acc 10min,4,3,8.059659079651901,0.8975123564397052
0.03,30,JL98,Acc 10min,5,3,9.595180706260335,1.8532436360194926
0.03,30,JL98,Acc 10min,6,3,7.8298096981616645,2.443211460694275
0.03,30,JL98,Acc 10min,7,3,18.137785537559576,1.654913804004213
0.03,30,JL98,Acc 10min,8,3,2.727590235592583,1.5362585714285721
0.03,30,JL98,Acc 60min,1,3,3.320504961803521,2.6085658421814664
0.03,30,JL98,Acc 60min,2,1,1.8178689659233802,0.0
0.03,30,JL98,Acc 60min,3,2,1.769815873309422,0.2835075974935348
0.03,30,JL98,Acc 60min,4,2,2.0706614478197674,1.1830980891188057
0.03,30,JL98,Acc 60min,5,1,4.420742134212318,0.0
0.03,30,JL98,Acc 60min,6,1,4.983114090588226,0.0
0.03,30,JL98,Acc 60min,7,1,4.70934693603571,0.0
0.03,30,JL98,Acc 60min,8,1,1.8839424881716984,0.0
0.03,30,JL98,Acc 60min,9,2,1.9960312853062172,0.7536985283288964
0.03,30,JL98,Calib & Acc,1,2,1.0249955014703982,0.47932872105938684
0.03,30,JL98,Calib & Acc,2,2,1.6991924996952454,0.7170354053253719
0.03,30,JL98,Calib & Acc,3,3,1.4988388871450156,0.7639329046831308
0.03,30,JL98,Calib & Acc,4,3,3.334477896968659,1.1695683228657798
0.03,30,JL98,Calib & Acc,5,3,5.995904049195922,2.464877934585276
0.03,30,JL98,Calib & Acc,6,3,6.054863712809958,0.34875974025974
0.03,30,JL98,Calib & Acc,7,3,9.907072383620953,4.544631243363919
0.03,30,JL98,Calib & Acc,8,3,2.6620672426736522,0.6678338571428561
0.03,30,JL98,Calib & Acc,9,3,5.311644985125668,0.1262366724308297
0.03,30,LW03,Acc 10min,1,3,3.381997152205816,0.5671467734495639
0.03,30,LW03,Acc 10min,2,3,2.779994381889049,3.5620586396362235
0.03,30,LW03,Acc 10min,3,3,4.364173165190845,0.7214586757745263
0.03,30,LW03,Acc 10min,4,3,1.985955567818546,0.44331359012412364
0.03,30,LW03,Acc 10min,5,3,2.3590762912280185,0.35157579275339484
0.03,30,LW03,Acc 10min,6,3,1.0676579106163855,0.3920939944626636
0.03,30,LW03,Acc 10min,7,3,0.7907158279734943,0.3458932869634337
0.03,30,LW03,Acc 10min,8,3,1.8468029120703808,1.3851140410013476
0.03,30,LW03,Acc 10min,9,3,0.6646788448596792,0.3563367108631223
0.03,30,LW03,Acc 60min,1,1,23.77355383400309,0.0
0.03,30,LW03,Acc 60min,2,3,3.3206398354973605,1.0092720266245163
0.03,30,LW03,Acc 60min,3,3,6.084639372062775,0.5274522632519343
0.03,30,LW03,Acc 60min,4,3,5.11281772405508,2.5674730606779756
0.03,30,LW03,Acc 60min,5,3,10.363276324930911,0.5543572436871642
0.03,30,LW03,Acc 60min,6,3,6.632133558769921,0.5379792207792211
0.03,30,LW03,Acc 60min,7,3,21.14359649205084,0.6730483417605603
0.03,30,LW03,Acc 60min,8,2,5.0594809310626845,0.5731106647580898
0.03,30,LW03,Calib & Acc,1,2,1.4244241881334072,0.9562593306297033
0.03,30,LW03,Calib & Acc,2,3,2.1150625721807628,1.8041860923693178
0.03,30,LW03,Calib & Acc,3,3,1.9151118979492856,2.0302096703958052
0.03,30,LW03,Calib & Acc,4,3,1.3398081546118583,0.45745234605405166
0.03,30,LW03,Calib & Acc,5,3,2.1783114701857786,0.27068560070873293
0.03,30,LW03,Calib & Acc,6,3,0.7915486022054239,0.3816222410047331
0.03,30,LW03,Calib & Acc,7,3,1.1165325356164955,0.30834550579392506
0.03,30,LW03,Calib & Acc,8,3,1.6243531526620827,0.1952833000376549
0.03,30,LW03,Calib & Acc,9,3,0.4265952893069758,0.5972463811222346
0.03,30,MQ85,Acc 10min,1,2,1.7998602918473634,0.6582793678000265
0.03,30,MQ85,Acc 10min,2,1,2.823747384992235,0.0
0.03,30,MQ85,Acc 10min,3,2,4.029387975464867,0.2693580083336753
0.03,30,MQ85,Acc 10min,4,2,4.170727821931223,0.7355951346586337
0.03,30,MQ85,Acc 10min,5,2,11.757524666447488,5.5263898872435195
0.03,30,MQ85,Acc 10min,6,2,1.5739721806510556,1.4011650182489483
0.03,30,MQ85,Acc 10min,7,1,1.3523228085361412,0.0
0.03,30,MQ85,Acc 10min,8,3,9.595751670734042,0.1852689271374599
0.03,30,MQ85,Acc 10min,9,2,10.85379111462203,9.311458890828892
0.03,30,MQ85,Acc 60min,1,3,4.41657943888184,0.07241039424229477
0.03,30,MQ85,Acc 60min,2,3,4.620619658079369,0.12152469316518477
0.03,30,MQ85,Acc 60min,3,3,1.9597857065651059,0.19819480140187018
0.03,30,MQ85,Acc 60min,4,3,2.4831088724980126,0.37937652051265647
0.03,30,MQ85,Acc 60min,5,3,3.9309923923104684,0.7032442594379091
0.03,30,MQ85,Acc 60min,6,2,2.3800148913735186,0.8613002068939735
0.03,30,MQ85,Acc 60min,7,3,6.839799219940711,3.0168269999999993
0.03,30,MQ85,Acc 60min,8,3,3.486191625031226,0.40233751195417305
0.03,30,MQ85,Acc 60min,9,3,2.4523458574650623,0.5373097560975566
0.03,30,MQ85,Calib & Acc,1,3,1.1570037651057778,0.48912142080463994
0.03,30,MQ85,Calib & Acc,2,3,2.0730139241818413,1.136370597301071
0.03,30,MQ85,Calib & Acc,3,3,2.8039620569408354,0.12061599344973198
0.03,30,MQ85,Calib & Acc,4,3,6.336614432058978,2.2323942951335485
0.03,30,MQ85,Calib & Acc,5,3,9.058738069758546,0.3651272840531563
0.03,30,MQ85,Calib & Acc,6,3,1.4018328612271727,0.5248870812518369
0.03,30,MQ85,Calib & Acc,7,3,6.9747793512216285,1.3095293078687367
0.03,30,MQ85,Calib & Acc,8,3,7.276890037033889,0.6151345573095401
0.03,30,MQ85,Calib & Acc,9,3,5.349447256496736,2.145068478260871
0.03,30,NM84,Acc 10min,1,3,4.276588804418153,0.3561655667701853
0.03,30,NM84,Acc 10min,2,3,5.56649702263621,0.41264367442519456
0.03,30,NM84,Acc 10min,3,3,2.757242233894066,0.8438111984112484
0.03,30,NM84,Acc 10min,4,3,2.1888118050107432,0.5201780581148139
0.03,30,NM84,Acc 10min,5,3,3.448932549704286,1.4168046694966647
0.03,30,NM84,Acc 10min,6,3,1.002435889221849,0.9090748283752852
0.03,30,NM84,Acc 10min,7,2,1.8793782286412655,0.4453232810020618
0.03,30,NM84,Acc 10min,8,3,3.9364229923990313,5.194591528997774
0.03,30,NM84,Acc 10min,9,3,6.55867672062378,0.5495006688963215
0.03,30,NM84,Acc 60min,3,3,9.447161712382174,0.17042637581848108
0.03,30,NM84,Acc 60min,4,3,9.38333110855916,0.8227648073379262
0.03,30,NM84,Acc 60min,5,3,9.196952798230205,0.7013151340491781
0.03,30,NM84,Acc 60min,6,3,8.324259196336302,0.4717941946423837
0.03,30,NM84,Acc 60min,7,3,8.518876519924673,2.010397167547849
0.03,30,NM84,Acc 60min,8,3,6.99511236849809,0.1920171874999994
0.03,30,NM84,Acc 60min,9,3,7.330851737162065,0.29885394202826954
0.03,30,NM84,Calib & Acc,1,3,0.8872338294395457,0.29192821606494745
0.03,30,NM84,Calib & Acc,2,3,2.4709673163318246,1.6277632973019556
0.03,30,NM84,Calib & Acc,3,3,3.4927619999928705,0.38422356060945206
0.03,30,NM84,Calib & Acc,4,3,2.6168428277468694,0.7010471181138641
0.03,30,NM84,Calib & Acc,5,3,4.611918162261815,2.188511368716749
0.03,30,NM84,Calib & Acc,6,3,3.2117609990027827,1.8374462214860958
0.03,30,NM84,Calib & Acc,7,3,5.5588590948398755,0.6447251953124997
0.03,30,NM84,Calib & Acc,8,3,6.066136170219024,0.7168794354619696
0.03,30,NM84,Calib & Acc,9,3,2.120247835014756,0.4496528089887626
0.03,30,PW78,Acc 10min,1,3,1.4275048517562805,0.3034587500000008
0.03,30,PW78,Acc 10min,2,3,3.3578145840625266,1.690578475215517
0.03,30,PW78,Acc 10min,3,3,2.997527032077991,0.2083802070895544
0.03,30,PW78,Acc 10min,4,3,3.6074976738399043,0.6633795685667828
0.03,30,PW78,Acc 10min,5,3,3.2992958861276587,0.6458499844522972
0.03,30,PW78,Acc 10min,6,3,2.643797088082722,1.0534574990165788
0.03,30,PW78,Acc 10min,7,3,2.8064049146728545,1.6352030332902383
0.03,30,PW78,Acc 10min,8,3,2.969803648440389,0.6176396938991162
0.03,30,PW78,Acc 10min,9,3,4.517550018870509,1.0496992451473766
0.03,30,PW78,Acc 60min,1,3,1.243069033840322,0.3449739020710681
0.03,30,PW78,Acc 60min,2,3,1.3751837275175611,0.8701015094280713
0.03,30,PW78,Acc 60min,3,3,1.6499377592947286,0.3093889797794125
0.03,30,PW78,Acc 60min,4,3,2.7589149634035093,0.2868058914386591
0.03,30,PW78,Acc 60min,5,3,2.6959275298822596,1.0793681686673786
0.03,30,PW78,Acc 60min,6,3,3.2098538025821974,0.3216440325299703
0.03,30,PW78,Acc 60min,7,3,3.2946186445105488,0.26337345767230574
0.03,30,PW78,Acc 60min,8,3,2.832519958098723,0.2877172444984133
0.03,30,PW78,Acc 60min,9,3,3.0183016487803043,0.7322853048462754
0.03,30,PW78,Calib & Acc,1,3,0.9266185943595051,0.5592490593583082
0.03,30,PW78,Calib & Acc,2,3,1.5844627332804941,0.5600134816369493
0.03,30,PW78,Calib & Acc,3,3,1.8861026207291602,0.36011746140013334
0.03,30,PW78,Calib & Acc,4,3,2.4853895276631097,0.5438453767921916
0.03,30,PW78,Calib & Acc,5,3,1.9094829506405173,0.25862497125301803
0.03,30,PW78,Calib & Acc,6,3,1.795694959797808,0.3939941510257534
0.03,30,PW78,Calib & Acc,7,3,2.109896386775683,0.1643965493348114
0.03,30,PW78,Calib & Acc,8,3,1.7177911637478689,0.24067907273676675
0.03,30,PW78,Calib & Acc,9,3,1.7861965990531103,0.7116348459292716
0.03,30,QZ00,Acc 10min,1,3,1.3681113648637842,1.663787351758274
0.03,30,QZ00,Acc 10min,2,3,4.815683131055693,0.5016490688259108
0.03,30,QZ00,Acc 10min,3,3,0.981569855487593,0.24895339857661347
0.03,30,QZ00,Acc 10min,4,3,2.3787891191993484,0.6694477212918661
0.03,30,QZ00,Acc 10min,5,3,1.2587590655535081,0.49752183286516855
0.03,30,QZ00,Acc 10min,6,3,3.175173151934492,1.0950240549137529
0.03,30,QZ00,Acc 10min,7,3,5.289366900994435,1.0644319749216304
0.03,30,QZ00,Acc 10min,8,3,2.2191539923427714,0.4998839673913018
0.03,30,QZ00,Acc 10min,9,3,4.240011102982239,1.308005463654533
0.03,30,QZ00,Acc 60min,1,3,10.326127359760774,0.0
0.03,30,QZ00,Acc 60min,2,3,51.25064786175878,0.0
0.03,30,QZ00,Acc 60min,3,2,22.7174801914737,0.0
0.03,30,QZ00,Acc 60min,4,3,41.13640609302179,0.0
0.03,30,QZ00,Acc 60min,5,3,34.42042453253591,0.0
0.03,30,QZ00,Acc 60min,6,3,29.80294658251093,0.0
0.03,30,QZ00,Acc 60min,7,3,45.4349603829474,0.0
0.03,30,QZ00,Acc 60min,8,3,30.066138033508725,0.0
0.03,30,QZ00,Acc 60min,9,3,58.51472170531105,0.0
0.03,30,QZ00,Calib & Acc,1,3,2.4554251678297976,2.39348992496283
0.03,30,QZ00,Calib & Acc,2,3,1.8711566807784388,2.9641274810151104
0.03,30,QZ00,Calib & Acc,3,3,5.265217386221908,0.7703936197401193
0.03,30,QZ00,Calib & Acc,4,3,4.70074967474932,0.6340224777692908
0.03,30,QZ00,Calib & Acc,5,3,1.812762975778204,1.4150848372093023
0.03,30,QZ00,Calib & Acc,6,3,1.7592031102465255,0.6015449001387616
0.03,30,QZ00,Calib & Acc,7,3,7.062855218658144,3.7173068001441956
0.03,30,QZ00,Calib & Acc,8,2,7.003134930039721,3.506336578065512
0.03,30,QZ00,Calib & Acc,9,3,5.665571802266889,1.1174676458353299
0.03,30,RB76,Acc 10min,1,3,1.2301271329219174,0.5369004465067726
0.03,30,RB76,Acc 10min,2,3,3.623146365167769,1.2380114046957353
0.03,30,RB76,Acc 10min,3,3,2.4400083100939467,0.2675042952127651
0.03,30,RB76,Acc 10min,4,3,2.0813996863447395,0.30503764594780236
0.03,30,RB76,Acc 10min,5,3,3.1145878504158455,0.11247386393399728
0.03,30,RB76,Acc 10min,6,3,2.471970301915806,0.6015632828818142
0.03,30,RB76,Acc 10min,7,3,3.7771418190507,0.3720924732730264
0.03,30,RB76,Acc 10min,8,3,1.129249355780815,0.4781553997194976
0.03,30,RB76,Acc 10min,9,3,2.550022386412927,0.48704502878289446
0.03,30,RB76,Calib & Acc,1,3,0.6742850471416919,0.6914826609531772
0.03,30,RB76,Calib & Acc,2,3,2.1497705338590207,0.6305909582645969
0.03,30,RB76,Calib & Acc,3,3,2.7825132185919945,0.26478783757338675
0.03,30,RB76,Calib & Acc,4,3,4.153971542251618,0.5461094379639437
0.03,30,RB76,Calib & Acc,5,3,1.269649745208344,0.6801916486068114
0.03,30,RB76,Calib & Acc,6,3,1.2497609548928281,0.5876231584612885
0.03,30,RB76,Calib & Acc,7,3,2.084697507991164,0.47739298464069674
0.03,30,RB76,Calib & Acc,8,3,2.2631564612867567,1.21071192596877
0.03,30,RB76,Calib & Acc,9,3,2.250202980817821,0.6214924122416956
0.03,30,SS73,Acc 10min,1,3,0.970910989932254,1.5136334813378889
0.03,30,SS73,Acc 10min,2,3,3.489583524130748,1.3236328258947376
0.03,30,SS73,Acc 10min,3,3,3.6191546231291363,0.6453980519480531
0.03,30,SS73,Acc 10min,4,3,3.9102433350248487,0.3555855000000001
0.03,30,SS73,Acc 10min,5,3,1.4251511589009498,0.7792321181204961
0.03,30,SS73,Acc 10min,6,3,0.7380981515444605,0.09153713942307551
0.03,30,SS73,Acc 10min,7,3,0.5758624883848483,0.19459798666007977
0.03,30,SS73,Acc 10min,8,3,0.49542309133428447,0.6809013750530679
0.03,30,SS73,Acc 10min,9,3,1.240859944479189,0.4457597064777321
0.03,30,SS73,Acc 60min,1,3,3.6116991746655156,0.6872549126890869
0.03,30,SS73,Acc 60min,2,3,3.2091989615036174,0.4362809950487385
0.03,30,SS73,Acc 60min,3,3,4.255623325379768,0.7452214069975024
0.03,30,SS73,Acc 60min,4,3,2.5568798810414997,0.24178394027257052
0.03,30,SS73,Acc 60min,5,3,3.477788508375889,0.499397727272727
0.03,30,SS73,Acc 60min,6,3,5.257786081517694,0.46352297571153617
0.03,30,SS73,Acc 60min,7,3,5.363708092655731,0.6925819682298768
0.03,30,SS73,Acc 60min,8,2,10.994549596104633,7.969292700977302
0.03,30,SS73,Acc 60min,9,2,4.820944484095554,1.0520105096600179
0.03,30,SS73,Calib & Acc,1,3,0.645732354900133,0.6244729465245097
0.03,30,SS73,Calib & Acc,2,3,3.096479336156128,0.21933205479452056
0.03,30,SS73,Calib & Acc,3,3,2.523539993523468,0.3181585227272734
0.03,30,SS73,Calib & Acc,4,3,3.323627016307262,0.23994328440429896
0.03,30,SS73,Calib & Acc,5,3,1.7751482993401009,0.050157692307692514
0.03,30,SS73,Calib & Acc,6,3,1.9829784032170528,0.3381751595964251
0.03,30,SS73,Calib & Acc,7,3,1.6714194592960305,1.1674588652188334
0.03,30,SS73,Calib & Acc,8,3,1.6177519663854285,1.5077051615051644
0.03,30,SS73,Calib & Acc,9,3,0.30234640385648415,0.15196960255019043
0.03,30,SY91,Acc 10min,1,3,3.4596105979208724,0.5341818866688506
0.03,30,SY91,Acc 10min,2,2,7.511161072411527,1.2709103001652486
0.03,30,SY91,Acc 10min,3,3,7.54432918301707,0.8291499817983272
0.03,30,SY91,Acc 10min,4,3,6.0311415629739,0.6260058156370665
0.03,30,SY91,Acc 10min,5,3,7.371884229410956,0.14853358036351513
0.03,30,SY91,Acc 10min,6,3,6.256194297232523,1.6220777792575165
0.03,30,SY91,Acc 10min,7,3,7.672166174888814,0.5904475925585848
0.03,30,SY91,Acc 10min,8,3,6.829615883745822,0.7465644316298949
0.03,30,SY91,Acc 10min,9,3,8.3462419017533,0.53717109375
