marker_start_s,marker_end_s,marker_id,target_x,target_y,coordinate_space,target_duration_s,target_source,target_detection_confidence,target_detected_x,target_detected_y,target_frame_id,target_frame_time_s
12.618387460708618,14.414444923400879,inner_bottom_right_r1,0.66,0.66,normalised,1.7960574626922607,screen_video_hough_circle+legacy_nine_point_protocol,0.7539097324910758,0.6565104166666667,0.6587962962962963,65,13.610566854476929
15.418700218200684,17.418637990951538,top_right_r1,0.85,0.15,normalised,1.9999377727508545,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,79,16.41010594367981
18.618741035461426,20.219815731048584,top_left_r1,0.15,0.15,normalised,1.6010746955871582,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,94,19.418739557266235
21.41975235939026,23.210912466049194,centre_r1,0.5,0.5,normalised,1.7911601066589355,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,109,22.41053342819214
24.410502910614014,26.010390996932983,bottom_right_r1,0.85,0.85,normalised,1.5998880863189697,screen_video_hough_circle+legacy_nine_point_protocol,0.7803889125508375,0.84765625,0.8476851851851852,123,25.211304903030396
27.212973594665527,28.81442618370056,inner_top_left_r1,0.33,0.33,normalised,1.6014525890350342,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,137,28.0139639377594
30.01177191734314,31.613734483718872,inner_top_right_r1,0.66,0.33,normalised,1.6019625663757324,screen_video_hough_circle+legacy_nine_point_protocol,0.8276084501762998,0.6575520833333334,0.32916666666666666,151,30.811057806015015
32.810890674591064,34.41089344024658,inner_bottom_left_r1,0.33,0.66,normalised,1.6000027656555176,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,165,33.60968089103699
35.80248284339905,37.40246891975403,bottom_left_r1,0.15,0.85,normalised,1.5999860763549805,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,180,36.60290861129761
38.60363292694092,40.41482853889465,inner_bottom_right_r2,0.66,0.66,normalised,1.8111956119537354,screen_video_hough_circle+legacy_nine_point_protocol,0.8485249887873512,0.6580729166666667,0.6587962962962963,195,39.60974979400635
41.612239599227905,43.21229147911072,bottom_left_r2,0.15,0.85,normalised,1.6000518798828125,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,209,42.412225008010864
44.60289192199707,46.20318341255188,top_right_r2,0.85,0.15,normalised,1.6002914905548096,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,224,45.40369129180908
47.402690172195435,49.00234818458557,centre_r2,0.5,0.5,normalised,1.5996580123901367,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,238,48.20241618156433
50.411805868148804,52.01050806045532,inner_bottom_left_r2,0.33,0.66,normalised,1.5987021923065186,screen_video_hough_circle+legacy_nine_point_protocol,0.7450125853533492,0.3268229166666667,0.6578703703703703,253,51.21133637428284
53.402448892593384,55.002217292785645,inner_top_right_r2,0.66,0.33,normalised,1.5997684001922607,screen_video_hough_circle+legacy_nine_point_protocol,0.8276084501762998,0.6575520833333334,0.32916666666666666,268,54.202773332595825
56.20210599899292,58.011061906814575,inner_top_left_r2,0.33,0.33,normalised,1.8089559078216553,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,283,57.21072959899902
