marker_start_s,marker_end_s,marker_id,target_x,target_y,coordinate_space,target_duration_s,target_source,target_detection_confidence,target_detected_x,target_detected_y,target_frame_id,target_frame_time_s
13.610810041427612,15.211916208267212,inner_bottom_right_r1,0.66,0.66,normalised,1.6011061668395996,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,69,14.411636352539062
16.411906003952026,18.220054626464844,top_right_r1,0.85,0.15,normalised,1.8081486225128174,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,83,17.21759295463562
19.403263568878174,21.212172746658325,top_left_r1,0.15,0.15,normalised,1.8089091777801514,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,98,20.20508050918579
22.415683031082153,24.203439474105835,centre_r1,0.5,0.5,normalised,1.7877564430236816,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,114,23.402701377868652
25.40284037590027,27.00256896018982,bottom_right_r1,0.85,0.85,normalised,1.5997285842895508,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,128,26.20375370979309
28.20288109779358,29.802736282348633,inner_top_left_r1,0.33,0.33,normalised,1.5998551845550537,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,142,29.003438711166382
31.002989053726196,32.60207200050354,inner_top_right_r1,0.66,0.33,normalised,1.5990829467773438,screen_video_hough_circle+legacy_nine_point_protocol,0.7577648939500453,0.6575520833333334,0.32731481481481484,156,31.802997589111328
33.612828493118286,35.407153844833374,inner_bottom_left_r1,0.33,0.66,normalised,1.794325351715088,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,170,34.60382008552551
36.602997064590454,38.40940618515015,bottom_left_r1,0.15,0.85,normalised,1.8064091205596924,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,184,37.40351724624634
39.611597776412964,41.403719663619995,inner_bottom_right_r2,0.66,0.66,normalised,1.7921218872070312,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,199,40.412744760513306
42.603328704833984,44.2026789188385,bottom_left_r2,0.15,0.85,normalised,1.5993502140045166,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,214,43.40303182601929
45.61203479766846,47.2135591506958,top_right_r2,0.85,0.15,normalised,1.6015243530273438,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,229,46.411970376968384
48.412477016448975,50.01281690597534,centre_r2,0.5,0.5,normalised,1.6003398895263672,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,243,49.21149396896362
