marker_start_s,marker_end_s,marker_id,target_x,target_y,coordinate_space,target_duration_s,target_source,target_detection_confidence,target_detected_x,target_detected_y,target_frame_id,target_frame_time_s
47.806127309799194,49.40165686607361,inner_bottom_right_r1,0.66,0.66,normalised,1.595529556274414,screen_video_hough_circle+legacy_nine_point_protocol,0.7864336775528452,0.65703125,0.6587962962962963,240,48.607059478759766
50.60211896896362,52.41231107711792,top_right_r1,0.85,0.15,normalised,1.8101921081542969,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,255,51.61155152320862
53.80191779136658,55.40731692314148,top_left_r1,0.15,0.15,normalised,1.6053991317749023,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,270,54.60527944564819
56.60332417488098,58.3955397605896,centre_r1,0.5,0.5,normalised,1.7922155857086182,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,284,57.401594400405884
59.59630084037781,61.194459676742554,bottom_right_r1,0.85,0.85,normalised,1.598158836364746,screen_video_hough_circle+legacy_nine_point_protocol,0.7803889125508375,0.84765625,0.8476851851851852,299,60.397008657455444
62.39570426940918,63.99511361122131,inner_top_left_r1,0.33,0.33,normalised,1.5994093418121338,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,313,63.195639848709106
65.19486427307129,66.79476499557495,inner_top_right_r1,0.66,0.33,normalised,1.599900722503662,screen_video_hough_circle+legacy_nine_point_protocol,0.7577648939500453,0.6575520833333334,0.32731481481481484,327,65.9954924583435
67.8043167591095,69.593923330307,inner_bottom_left_r1,0.33,0.66,normalised,1.7896065711975098,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,340,68.60791373252869
70.79658126831055,72.6032464504242,bottom_left_r1,0.15,0.85,normalised,1.8066651821136475,screen_video_hough_circle+legacy_nine_point_protocol,0.7803889125508362,0.14765625,0.8476851851851852,356,71.8026134967804
73.80227994918823,75.5946033000946,inner_bottom_right_r2,0.66,0.66,normalised,1.792323350906372,screen_video_hough_circle+legacy_nine_point_protocol,0.8181429301987784,0.6575520833333334,0.6587962962962963,370,74.60191893577576
76.79851150512695,78.39604830741882,bottom_left_r2,0.15,0.85,normalised,1.5975368022918701,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,385,77.59924292564392
79.80263996124268,81.40340566635132,top_right_r2,0.85,0.15,normalised,1.6007657051086426,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,400,80.60311508178711
82.60346245765686,84.20160865783691,centre_r2,0.5,0.5,normalised,1.5981462001800537,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,414,83.40285301208496
85.5952160358429,87.19907975196838,inner_bottom_left_r2,0.33,0.66,normalised,1.6038637161254883,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,429,86.39644575119019
88.6049952507019,90.20175337791443,inner_top_right_r2,0.66,0.33,normalised,1.5967581272125244,screen_video_hough_circle+legacy_nine_point_protocol,0.8276084501762998,0.6575520833333334,0.32916666666666666,444,89.40348553657532
91.40458917617798,93.19588351249695,inner_top_left_r2,0.33,0.33,normalised,1.7912943363189697,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,459,92.39511156082153
94.60197353363037,96.39511752128601,bottom_right_r2,0.85,0.85,normalised,1.7931439876556396,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,474,95.40214991569519
97.60081720352173,99.38708186149597,top_left_r2,0.15,0.15,normalised,1.7862646579742432,screen_video_hough_circle+legacy_nine_point_protocol,0.9078707258004675,0.14869791666666668,0.14953703703703702,490,98.58728432655334
100.58600115776062,102.39325904846191,inner_bottom_left_r3,0.33,0.66,normalised,1.807257890701294,screen_video_hough_circle+legacy_nine_point_protocol,0.8055827320333898,0.32734375,0.6587962962962963,504,101.38804078102112
103.59499454498291,104.98512721061707,top_right_r3,0.85,0.15,normalised,1.3901326656341553,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902173,0.84765625,0.14953703703703702,518,104.18860864639282
106.39763522148132,107.99810647964478,top_left_r3,0.15,0.15,normalised,1.6004712581634521,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902154,0.14765625,0.14953703703703702,533,107.19534111022949
109.19839692115784,110.79578232765198,inner_top_right_r3,0.66,0.33,normalised,1.5973854064941406,screen_video_hough_circle+legacy_nine_point_protocol,0.8276084501762998,0.6575520833333334,0.32916666666666666,547,109.99584555625916
112.00046229362488,113.59734201431274,centre_r3,0.5,0.5,normalised,1.5968797206878662,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902177,0.49765625,0.49953703703703706,561,112.7970404624939
114.98940372467041,116.58618974685669,bottom_left_r3,0.15,0.85,normalised,1.5967860221862793,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902165,0.14765625,0.8495370370370371,576,115.78574585914612
118.00118350982666,119.59487867355347,bottom_right_r3,0.85,0.85,normalised,1.5936951637268066,screen_video_hough_circle+legacy_nine_point_protocol,0.8407308529902184,0.84765625,0.8495370370370371,591,118.79437208175659
120.7996289730072,122.59234881401062,inner_top_left_r3,0.33,0.33,normalised,1.792719841003418,screen_video_hough_circle+legacy_nine_point_protocol,0.8144065553487094,0.32734375,0.32916666666666666,606,121.78599786758423
123.59681034088135,125.1991958618164,inner_bottom_right_r3,0.66,0.66,normalised,1.6023855209350586,screen_video_hough_circle+legacy_nine_point_protocol,0.7564266122737708,0.65703125,0.6578703703703703,619,124.39431095123291
