session_id,marker_index,marker_start_s,marker_end_s,marker_midpoint_s,frame_id,frame_time_s,frame_time_error_ms,detection_status,candidate_target_count,detected_x_px,detected_y_px,detected_radius_px,detected_x_normalised,detected_y_normalised,matched_target_id,target_x,target_y,normalised_match_offset,detection_confidence
2025_04_11/006,0,15.019825220108032,16.80974531173706,15.914785265922546,76,15.820669174194336,94.11609172821045,recovered,1,1261.5,710.5,18.799999237060547,0.65703125,0.6578703703703703,inner_bottom_right,0.66,0.66,0.0036536008158934382,0.7564266122737708
2025_04_11/006,1,18.01220679283142,19.818259716033936,18.915233254432678,91,18.811748504638672,103.48474979400635,recovered,1,1627.5,161.5,21.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/006,2,21.019328117370605,22.812955379486084,21.916141748428345,107,22.010206699371338,94.06495094299316,recovered,1,281.5,161.5,8.0,0.14661458333333333,0.14953703703703702,top_left,0.15,0.15,0.0034169256228399106,0.7722049584773393
2025_04_11/006,3,24.0100576877594,25.61034321784973,24.810200452804565,121,24.812203884124756,2.0034313201904297,recovered,1,955.5,539.5,17.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/006,4,26.809898138046265,28.618428945541382,27.714163541793823,135,27.611730098724365,102.43344306945801,recovered,1,1627.5,917.5,19.600000381469727,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/006,5,29.818087339401245,31.209800004959106,30.513943672180176,149,30.410399436950684,103.54423522949219,recovered,1,628.5,355.5,19.600000381469727,0.32734375,0.32916666666666666,inner_top_left,0.33,0.33,0.0027839016697693577,0.8144065553487094
2025_04_11/006,6,32.6175057888031,34.01033592224121,33.313920855522156,164,33.40423011779785,90.3092622756958,recovered,1,1262.5,355.5,11.600000381469727,0.6575520833333334,0.32916666666666666,inner_top_right,0.66,0.33,0.0025858732473555027,0.8276084501762998
2025_04_11/006,7,35.210787773132324,37.00212073326111,36.106454253196716,177,36.00989317893982,96.56107425689697,recovered,1,628.5,711.5,21.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/006,8,38.20357632637024,40.00995135307312,39.10676383972168,192,39.00568962097168,101.07421875,recovered,1,283.5,917.5,21.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/006,9,41.00339317321777,42.80944538116455,41.90641927719116,206,41.802759885787964,103.65939140319824,recovered,1,1262.5,711.5,23.600000381469727,0.6575520833333334,0.6587962962962963,inner_bottom_right,0.66,0.66,0.002727856047018324,0.8181429301987784
2025_04_11/006,10,44.0116446018219,45.803285121917725,44.90746486186981,222,45.00356912612915,96.10426425933838,recovered,1,283.5,917.5,13.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
2025_04_11/006,11,47.21113204956055,48.811721086502075,48.01142656803131,237,48.01030254364014,1.1240243911743164,recovered,1,1627.5,161.5,13.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/006,12,50.01094841957092,51.610074281692505,50.810511350631714,251,50.81004238128662,0.46896934509277344,recovered,1,955.5,539.5,13.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/006,13,53.002925395965576,54.60142135620117,53.802173376083374,266,53.80252718925476,0.35381317138671875,recovered,1,628.5,711.5,15.5,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/006,14,56.01126718521118,57.61034297943115,56.81080508232117,281,56.809863567352295,0.9415149688720703,recovered,1,1262.5,353.5,13.600000381469727,0.6575520833333334,0.32731481481481484,inner_top_right,0.66,0.33,0.0036335265907493208,0.7577648939500453
2025_04_11/006,15,58.80979371070862,60.6033353805542,59.70656454563141,295,59.6102499961853,96.31454944610596,recovered,1,628.5,355.5,17.600000381469727,0.32734375,0.32916666666666666,inner_top_left,0.33,0.33,0.0027839016697693577,0.8144065553487094
2025_04_11/006,16,62.010225772857666,63.60986518859863,62.81004548072815,311,62.81037974357605,0.3342628479003906,recovered,1,1627.5,917.5,19.600000381469727,0.84765625,0.8495370370370371,bottom_right,0.85,0.85,0.0023890372051467244,0.8407308529902184
2025_04_11/006,17,65.00422048568726,66.60120582580566,65.80271315574646,326,65.80260705947876,0.10609626770019531,recovered,1,283.5,161.5,19.600000381469727,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/006,18,68.01100277900696,69.61187934875488,68.81144106388092,341,68.80991196632385,1.529097557067871,recovered,1,628.5,711.5,17.600000381469727,0.32734375,0.6587962962962963,inner_bottom_left,0.33,0.66,0.002916259019499153,0.8055827320333898
2025_04_11/006,19,70.81045174598694,72.41246700286865,71.6114593744278,355,71.61024761199951,1.2117624282836914,recovered,1,1627.5,161.5,17.600000381469727,0.84765625,0.14953703703703702,top_right,0.85,0.15,0.0023890372051467404,0.8407308529902173
2025_04_11/006,20,73.80258059501648,75.4024920463562,74.60253632068634,370,74.60302710533142,0.4907846450805664,recovered,1,283.5,161.5,13.600000381469727,0.14765625,0.14953703703703702,top_left,0.15,0.15,0.0023890372051467677,0.8407308529902154
2025_04_11/006,21,76.39487099647522,78.20270466804504,77.29878783226013,383,77.19608044624329,102.7073860168457,recovered,1,1262.5,355.5,23.600000381469727,0.6575520833333334,0.32916666666666666,inner_top_right,0.66,0.33,0.0025858732473555027,0.8276084501762998
2025_04_11/006,22,79.40356040000916,81.0017032623291,80.20263183116913,398,80.2019362449646,0.6955862045288086,recovered,1,955.5,539.5,13.600000381469727,0.49765625,0.49953703703703706,centre,0.5,0.5,0.002389037205146735,0.8407308529902177
2025_04_11/006,23,82.20403504371643,83.99461126327515,83.09932315349579,413,83.19381737709045,94.49422359466553,recovered,1,283.5,917.5,13.600000381469727,0.14765625,0.8495370370370371,bottom_left,0.15,0.85,0.0023890372051467517,0.8407308529902165
